Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,84,77,60,180,4,5
2,1,0,1,1,3,1,29,35,60,180,2,5
3,1,0,1,1,3,1,32,3,60,180,4,5
4,1,0,1,1,3,1,67,90,60,180,2,5
5,1,0,1,1,3,1,23,60,60,180,2,5
6,1,0,1,1,3,2,4,33,60,180,3,5
7,1,0,1,1,3,2,56,97,60,180,3,5
8,1,0,1,1,3,2,61,100,60,180,1,5
9,1,0,1,1,3,2,82,99,60,180,1,5
10,1,0,1,1,3,2,88,15,60,180,4,5
11,9,92,10,2,3,2,83,88,300,420,2,5
12,3,506,5,1,3,2,35,12,60,180,4,5
13,11,171,12,1,3,1,19,62,180,300,1,5
14,5,262,6,2,3,2,50,92,300,420,2,5
15,12,241,12,2,3,2,88,3,420,540,4,5
16,1,409,3,1,3,1,17,31,60,180,2,5
17,13,90,14,2,3,1,25,36,60,180,4,5
18,5,541,6,1,3,2,73,0,0,300,4,5
19,13,266,14,1,3,1,27,49,60,180,3,5
20,13,180,13,2,3,2,81,46,180,300,4,5
21,4,197,4,2,3,1,13,58,300,600,1,5
22,6,117,7,1,3,2,3,54,180,300,4,5
23,14,67,14,1,3,2,94,92,180,300,4,5
24,10,495,11,2,3,1,49,54,420,540,2,5
25,12,313,14,2,3,1,22,0,0,300,2,5
26,11,326,12,2,3,2,46,1,420,540,4,5
27,14,548,15,1,3,1,49,23,180,300,3,5
28,4,376,5,2,3,1,20,37,60,180,3,5
29,6,401,6,2,3,2,3,93,420,540,4,5
30,7,493,8,2,3,1,31,4,0,300,4,5
31,4,227,4,2,3,2,2,2,420,540,4,5
32,6,408,6,2,3,1,62,3,420,540,3,5
33,1,496,2,1,3,1,97,51,180,300,3,5
34,8,344,8,2,3,1,63,63,420,540,4,5
35,7,550,9,1,3,2,30,20,0,300,2,5
36,14,64,15,2,3,1,61,91,60,180,4,5
37,12,75,12,1,3,2,34,46,180,300,3,5
38,9,294,9,2,3,2,79,64,300,600,2,5
39,2,374,2,2,3,1,18,9,420,540,3,5
40,1,64,1,2,3,1,46,85,300,600,4,5
41,5,138,6,1,3,2,47,33,60,180,1,5
42,11,524,13,2,3,1,70,94,420,540,3,5
43,1,334,2,1,3,2,54,43,0,300,2,5
44,5,595,7,1,3,1,47,24,0,300,4,5
45,13,392,14,1,3,1,15,2,0,300,1,5
46,5,168,5,1,3,2,79,50,180,300,1,5
47,6,434,8,1,3,2,34,28,60,180,3,5
48,2,122,2,1,3,2,18,84,180,300,4,5
49,13,275,13,2,3,1,56,10,300,600,1,5
50,1,100,2,2,3,1,94,57,420,540,3,5
51,1,426,3,1,3,2,43,41,0,300,1,5
52,3,335,3,2,3,1,77,50,420,540,4,5
53,12,440,14,1,3,1,16,74,0,300,3,5
54,3,273,4,1,3,2,44,52,0,300,2,5
55,2,66,2,1,3,2,48,82,180,300,3,5
56,3,372,3,2,3,2,10,62,420,540,2,5
57,8,129,9,2,3,2,48,27,0,300,4,5
58,5,342,5,2,3,2,70,17,420,540,2,5
59,14,190,14,2,3,1,20,30,300,600,1,5
60,3,502,4,1,3,2,13,25,0,300,2,5
61,8,344,8,2,3,2,79,83,420,540,2,5
62,2,236,3,1,3,2,71,0,180,300,1,5
63,3,216,3,2,3,2,50,66,300,600,1,5
64,9,582,11,1,3,2,21,21,60,180,2,5
65,10,68,11,1,3,1,27,47,60,180,3,5
66,3,16,3,1,3,1,78,90,60,180,2,5
67,5,63,6,1,3,2,1,67,60,180,2,5
68,8,224,9,1,3,1,63,67,60,180,2,5
69,13,543,14,1,3,2,100,82,60,180,4,5
70,12,118,12,2,3,2,95,11,420,540,4,5
71,5,379,6,1,3,2,13,41,60,180,2,5
72,2,303,2,2,3,1,81,72,420,540,4,5
73,11,391,11,2,3,2,84,77,420,540,2,5
74,11,344,11,2,3,1,74,39,420,540,3,5
75,12,354,14,1,3,1,8,55,0,300,1,5
76,10,256,11,1,3,2,82,5,0,300,3,5
77,1,367,1,2,3,1,14,99,420,540,2,5
78,7,562,9,2,3,1,96,16,0,300,1,5
79,13,272,14,2,3,1,16,87,180,300,1,5
80,13,182,14,1,3,1,92,7,60,180,4,5
81,4,592,5,2,3,1,33,29,60,180,4,5
82,4,460,5,1,3,1,59,19,0,300,3,5
83,11,523,13,1,3,2,26,72,0,300,3,5
84,7,101,7,1,3,2,94,99,180,300,2,5
85,12,384,13,1,3,1,6,95,60,180,4,5
86,11,459,12,1,3,2,62,27,180,300,3,5
87,7,146,7,2,3,2,26,67,180,300,3,5
88,13,323,13,2,3,2,6,39,420,540,2,5
89,10,481,12,1,3,1,1,48,180,300,3,5
90,2,571,3,1,3,2,57,19,180,300,4,5
91,11,256,11,2,3,2,25,89,420,540,3,5
92,14,570,15,1,3,1,69,40,0,300,2,5
93,11,438,13,2,3,2,11,4,420,540,1,5
94,9,335,9,2,3,2,91,63,420,540,4,5
95,8,470,10,2,3,1,3,21,180,300,4,5
96,13,559,14,2,3,2,73,71,180,300,3,5
97,2,438,4,1,3,1,46,74,60,180,1,5
98,9,0,10,2,3,1,30,18,300,420,2,5
99,4,501,6,2,3,1,38,68,180,300,4,5
100,5,206,5,2,3,2,39,81,300,600,4,5
101,3,138,3,2,3,2,88,44,300,600,1,5
102,6,430,7,1,3,2,35,53,180,300,1,5
103,12,349,12,2,3,2,57,10,420,540,4,5
104,1,199,2,1,3,1,92,85,60,180,2,5
105,7,276,7,2,3,2,56,81,300,420,3,5
106,11,555,12,1,3,2,44,2,60,180,1,5
107,7,106,7,1,3,1,18,48,180,300,2,5
108,4,319,4,2,3,2,0,27,420,540,1,5
109,8,80,8,1,3,2,77,28,180,300,2,5
110,1,373,1,2,3,1,60,57,420,540,3,5
111,2,416,2,2,3,1,33,29,420,540,3,5
112,9,193,10,1,3,2,28,58,60,180,3,5
113,14,213,14,2,3,1,72,60,420,540,4,5
114,12,6,13,2,3,1,73,11,420,540,1,5
115,4,525,6,1,3,1,81,49,0,300,1,5
116,12,468,13,2,3,1,43,8,180,300,3,5
117,14,428,15,1,3,2,64,2,0,300,3,5
118,11,189,11,2,3,1,67,44,420,540,3,5
119,11,564,12,1,3,2,54,93,60,180,3,5
120,9,396,10,1,3,2,47,24,180,300,1,5
121,13,335,13,2,3,1,16,76,420,540,3,5
122,13,376,13,2,3,2,54,58,420,540,3,5
123,7,275,8,2,3,1,43,6,420,540,2,5
124,6,402,7,1,3,2,39,16,60,180,4,5
125,2,520,4,1,3,1,92,96,180,300,2,5
126,3,468,4,1,3,1,68,53,0,300,4,5
127,9,439,10,1,3,1,69,66,180,300,4,5
128,8,412,8,2,3,2,39,39,420,540,2,5
129,10,303,10,2,3,2,47,0,420,540,4,5
130,7,390,8,1,3,2,89,47,0,300,3,5
131,2,8,2,1,3,2,71,85,60,180,3,5
132,1,212,1,2,3,2,22,91,420,540,1,5
133,8,400,8,2,3,2,48,1,420,540,3,5
134,12,578,14,2,3,1,22,4,60,180,3,5
135,1,312,1,2,3,2,63,46,420,540,3,5
136,7,13,7,2,3,2,6,15,300,420,4,5
137,3,578,5,1,3,1,15,91,0,300,4,5
138,3,247,3,2,3,2,61,90,300,420,3,5
139,12,349,12,2,3,2,27,4,420,540,2,5
140,3,496,5,2,3,1,95,59,300,420,1,5
141,14,202,14,2,3,1,30,52,420,540,4,5
142,7,68,9,1,3,1,8,83,60,180,4,5
143,3,384,3,2,3,2,50,94,420,540,4,5
144,5,145,5,2,3,2,73,21,300,600,3,5
145,9,226,9,2,3,2,82,89,300,420,3,5
146,12,491,13,1,3,1,36,77,60,180,2,5
147,9,132,9,2,3,2,86,75,420,540,4,5
148,13,495,15,1,3,2,54,11,60,180,1,5
149,3,118,4,2,3,2,50,96,420,540,4,5
150,1,383,2,1,3,2,92,75,180,300,4,5
151,9,223,9,2,3,2,4,74,300,420,4,5
152,7,150,7,2,3,2,70,90,420,540,4,5
153,3,470,4,2,3,1,19,11,300,600,3,5
154,5,161,6,2,3,2,26,91,300,600,3,5
155,10,149,11,1,3,1,22,81,60,180,4,5
156,13,205,13,2,3,1,22,9,300,420,4,5
157,4,46,4,1,3,2,56,61,60,180,4,5
158,7,487,9,1,3,1,46,64,180,300,1,5
159,1,235,2,2,3,1,4,40,0,300,1,5
160,14,535,16,2,3,2,79,51,420,540,1,5
161,11,511,12,1,3,2,9,6,60,180,1,5
162,7,428,8,2,3,1,10,21,300,600,1,5
163,2,13,3,1,3,2,32,13,0,300,3,5
164,2,588,4,1,3,1,66,19,180,300,4,5
165,9,69,10,2,3,1,81,62,0,300,1,5
