Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,96,58,60,180,1,5
2,1,0,1,1,3,1,74,65,60,180,1,5
3,1,0,1,2,3,1,72,11,300,420,2,5
4,1,0,1,1,3,1,84,79,60,180,1,5
5,1,0,1,1,3,1,11,46,60,180,4,5
6,1,0,1,1,3,2,19,8,60,180,4,5
7,1,0,1,1,3,2,32,92,60,180,2,5
8,1,0,1,1,3,2,31,19,60,180,1,5
9,1,0,1,1,3,2,44,90,60,180,3,5
10,1,0,1,1,3,2,55,68,60,180,4,5
11,4,595,6,2,3,2,30,52,420,540,1,5
12,13,245,13,2,3,1,5,19,420,540,4,5
13,9,392,9,2,3,2,69,62,420,540,3,5
14,8,3,9,1,3,2,16,63,60,180,3,5
15,6,191,6,2,3,1,11,49,300,600,4,5
16,5,45,5,1,3,2,41,70,60,180,3,5
17,1,507,3,2,3,2,10,65,180,300,2,5
18,8,241,10,2,3,1,22,78,180,300,2,5
19,4,321,4,2,3,1,1,98,420,540,3,5
20,12,334,13,1,3,2,84,90,180,300,4,5
21,10,318,10,2,3,2,65,42,420,540,3,5
22,13,108,13,1,3,1,86,36,180,300,4,5
23,3,549,4,1,3,1,6,47,0,300,1,5
24,7,510,9,1,3,2,52,79,60,180,1,5
25,1,591,3,2,3,1,87,52,180,300,1,5
26,1,420,1,2,3,1,62,38,420,540,2,5
27,9,425,10,1,3,2,88,100,60,180,3,5
28,14,553,15,1,3,2,17,14,60,180,2,5
29,10,524,11,1,3,1,29,99,60,180,3,5
30,9,203,9,2,3,1,12,48,300,600,2,5
31,1,533,3,1,3,2,14,88,60,180,4,5
32,3,293,3,2,3,1,79,47,420,540,2,5
33,6,153,6,1,3,2,88,9,180,300,4,5
34,9,18,9,2,3,1,0,11,180,300,3,5
35,11,582,13,2,3,1,73,16,180,300,3,5
36,3,332,4,2,3,2,32,75,180,300,2,5
37,11,255,11,2,3,1,90,66,300,420,2,5
38,11,216,11,2,3,1,27,21,300,600,1,5
39,14,478,16,2,3,2,28,78,420,540,3,5
40,12,527,13,1,3,2,98,36,60,180,4,5
41,1,599,2,2,3,2,11,81,420,540,2,5
42,10,347,10,2,3,2,61,64,420,540,2,5
43,8,447,9,1,3,1,7,51,0,300,3,5
44,5,396,6,1,3,2,0,87,180,300,4,5
45,9,351,10,2,3,2,28,39,180,300,2,5
46,14,579,16,1,3,1,97,0,180,300,2,5
47,13,145,13,2,3,2,36,61,300,420,4,5
48,10,147,10,2,3,2,61,20,420,540,1,5
49,11,518,13,1,3,1,42,53,60,180,2,5
50,7,162,8,1,3,1,15,66,180,300,2,5
51,11,451,12,1,3,2,38,54,0,300,1,5
52,6,157,6,1,3,2,11,67,180,300,4,5
53,2,166,2,1,3,2,62,60,180,300,1,5
54,11,470,12,2,3,2,0,31,60,180,2,5
55,1,456,2,1,3,1,99,23,0,300,2,5
56,3,136,4,1,3,2,52,14,60,180,3,5
57,5,31,5,1,3,1,40,30,60,180,4,5
58,10,311,11,1,3,1,58,76,0,300,2,5
59,2,153,4,2,3,1,68,31,60,180,4,5
60,11,246,11,2,3,1,55,5,420,540,3,5
61,11,74,11,2,3,2,4,46,180,300,3,5
62,2,392,2,2,3,1,61,67,420,540,3,5
63,11,406,12,1,3,2,4,89,0,300,2,5
64,5,501,7,1,3,1,100,97,0,300,2,5
65,5,332,5,2,3,1,42,32,420,540,1,5
66,7,391,8,1,3,2,64,13,180,300,4,5
67,11,494,13,2,3,1,20,13,60,180,2,5
68,12,328,13,2,3,2,77,70,300,600,3,5
69,11,503,12,1,3,1,91,14,60,180,2,5
70,12,295,12,2,3,2,5,95,420,540,4,5
71,4,79,4,1,3,1,46,80,180,300,3,5
72,4,491,6,2,3,1,68,65,60,180,4,5
73,5,23,5,1,3,2,95,18,60,180,4,5
74,9,126,9,2,3,2,95,49,300,600,4,5
75,2,576,3,1,3,1,84,86,60,180,1,5
76,14,498,15,2,3,1,59,6,420,540,3,5
77,5,213,6,2,3,2,3,3,180,300,4,5
78,9,253,9,2,3,1,3,79,300,600,2,5
79,14,105,15,2,3,1,21,7,60,180,4,5
80,2,389,2,2,3,1,93,39,420,540,3,5
81,4,370,5,1,3,1,24,55,0,300,1,5
82,2,322,3,1,3,1,21,96,180,300,1,5
83,9,342,10,2,3,1,96,5,300,600,3,5
84,11,393,12,2,3,2,23,12,180,300,1,5
85,4,213,5,1,3,1,52,68,60,180,1,5
86,2,194,3,2,3,2,62,99,0,300,1,5
87,11,598,12,1,3,2,10,55,180,300,2,5
88,12,135,12,1,3,2,22,90,180,300,2,5
89,14,212,15,1,3,1,40,43,60,180,2,5
90,2,498,3,1,3,2,80,46,180,300,4,5
91,8,544,10,2,3,2,46,49,60,180,2,5
92,4,145,4,1,3,2,47,46,180,300,3,5
93,4,312,4,2,3,2,25,81,420,540,1,5
94,5,315,7,2,3,1,61,27,0,300,4,5
95,8,53,9,1,3,2,43,57,60,180,1,5
96,12,222,13,2,3,2,84,40,180,300,3,5
97,7,376,7,2,3,1,57,79,420,540,3,5
98,14,181,15,2,3,2,65,100,300,600,2,5
99,7,575,9,2,3,1,35,45,420,540,3,5
100,2,481,4,1,3,2,21,39,60,180,1,5
101,11,283,12,2,3,2,63,26,420,540,2,5
102,10,138,10,1,3,2,85,77,180,300,1,5
103,2,379,2,2,3,2,85,24,420,540,3,5
104,8,177,8,2,3,1,25,33,420,540,3,5
105,13,249,13,2,3,1,8,25,300,420,4,5
106,3,32,3,2,3,1,30,27,300,600,4,5
107,3,155,3,2,3,1,81,100,180,300,4,5
108,13,126,13,2,3,2,61,12,180,300,1,5
109,4,518,5,1,3,2,93,38,0,300,3,5
110,11,517,13,1,3,2,3,44,0,300,2,5
111,1,92,3,1,3,2,30,68,0,300,4,5
112,4,506,5,1,3,2,41,50,0,300,3,5
113,13,267,13,2,3,1,100,0,300,600,3,5
114,4,111,4,1,3,2,93,15,180,300,3,5
115,6,51,7,1,3,2,22,17,60,180,2,5
116,5,79,5,1,3,2,52,99,180,300,1,5
117,8,516,9,2,3,2,98,78,180,300,1,5
118,2,3,2,1,3,1,10,48,60,180,1,5
119,13,487,15,2,3,1,53,86,0,300,1,5
120,9,499,11,1,3,1,50,24,0,300,2,5
121,7,354,7,2,3,1,49,63,420,540,2,5
122,13,129,13,1,3,1,30,6,180,300,4,5
123,10,439,12,2,3,2,27,6,180,300,2,5
124,6,449,8,1,3,2,50,85,0,300,1,5
125,11,39,11,2,3,1,16,79,0,300,2,5
126,1,18,2,1,3,2,43,54,0,300,1,5
127,10,215,10,2,3,1,71,59,300,420,4,5
128,14,199,15,1,3,1,17,20,180,300,1,5
129,13,74,13,1,3,2,13,12,180,300,1,5
130,7,38,7,1,3,1,11,87,60,180,1,5
131,10,345,11,2,3,2,81,25,180,300,4,5
132,10,373,11,1,3,1,81,44,180,300,1,5
133,12,269,12,2,3,2,73,70,300,420,3,5
134,11,573,13,2,3,1,3,36,300,420,1,5
135,14,298,15,2,3,1,67,17,420,540,1,5
136,13,332,14,1,3,1,84,39,180,300,1,5
137,6,359,6,2,3,1,31,7,420,540,3,5
138,5,136,6,2,3,2,31,37,420,540,2,5
139,9,337,9,2,3,1,7,48,420,540,1,5
140,1,592,3,2,3,2,4,5,180,300,1,5
141,13,184,14,1,3,1,57,71,0,300,4,5
142,14,206,14,2,3,1,58,58,420,540,4,5
143,2,230,2,2,3,1,29,10,420,540,3,5
144,9,194,9,2,3,1,47,51,420,540,2,5
145,7,281,8,2,3,2,76,32,180,300,4,5
146,4,399,4,2,3,2,23,46,420,540,3,5
147,7,470,9,1,3,2,68,93,0,300,2,5
148,9,85,9,1,3,2,12,19,180,300,2,5
149,13,121,14,2,3,2,63,9,180,300,3,5
150,6,298,7,2,3,1,74,50,60,180,4,5
151,11,468,12,2,3,2,46,76,300,600,4,5
152,3,270,3,2,3,1,28,24,300,420,2,5
153,9,321,9,2,3,2,59,65,420,540,3,5
154,11,374,11,2,3,1,37,71,420,540,2,5
155,2,526,4,1,3,1,71,99,0,300,3,5
156,11,156,11,2,3,1,89,20,420,540,2,5
157,14,163,14,2,3,1,25,0,300,420,4,5
158,6,9,8,1,3,2,8,74,180,300,2,5
159,14,89,15,2,3,1,53,88,0,300,4,5
160,1,257,2,2,3,1,44,25,180,300,2,5
161,1,366,1,2,3,1,64,72,420,540,1,5
162,5,107,6,1,3,1,55,79,180,300,1,5
163,8,463,10,2,3,1,51,16,300,600,2,5
164,12,474,14,1,3,2,55,75,0,300,4,5
165,4,82,4,2,3,1,32,70,300,420,3,5
