Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,30,49,60,180,4,5
2,1,0,1,2,3,1,58,83,420,540,4,5
3,1,0,1,2,3,1,14,37,180,300,1,5
4,1,0,1,2,3,1,76,46,180,300,3,5
5,1,0,1,1,3,1,5,69,60,180,3,5
6,1,0,1,2,3,2,6,26,300,600,4,5
7,1,0,1,1,3,2,85,50,60,180,1,5
8,1,0,1,2,3,2,77,7,300,600,2,5
9,1,0,1,2,3,2,76,39,180,300,3,5
10,1,0,1,2,3,2,58,19,300,600,2,5
11,1,408,2,2,3,2,100,60,60,180,1,5
12,4,41,5,2,3,1,86,60,420,540,3,5
13,3,267,4,1,3,1,52,10,180,300,4,5
14,6,263,6,2,3,1,97,88,300,420,2,5
15,4,77,4,2,3,1,25,81,300,600,1,5
16,11,181,12,2,3,2,91,17,420,540,4,5
17,3,483,5,2,3,1,91,92,0,300,2,5
18,8,551,10,2,3,2,90,33,300,420,3,5
19,11,333,11,2,3,2,40,89,420,540,3,5
20,12,561,13,2,3,1,26,13,420,540,1,5
21,5,278,5,2,3,1,61,75,300,420,3,5
22,11,118,11,2,3,2,32,40,420,540,3,5
23,9,535,10,2,3,2,93,66,180,300,2,5
24,12,376,13,2,3,1,98,67,180,300,2,5
25,9,600,11,1,3,2,28,4,180,300,3,5
26,4,532,5,1,3,2,7,43,180,300,2,5
27,10,469,11,2,3,1,78,55,180,300,4,5
28,1,498,2,2,3,1,88,77,60,180,1,5
29,2,263,2,2,3,1,73,57,300,600,4,5
30,9,513,10,2,3,2,41,66,0,300,4,5
31,1,183,1,2,3,1,14,97,420,540,3,5
32,11,244,11,2,3,1,68,86,300,420,2,5
33,4,413,4,2,3,2,38,29,420,540,2,5
34,7,504,8,2,3,1,12,48,300,600,2,5
35,6,310,7,1,3,1,76,53,180,300,3,5
36,3,289,3,2,3,1,70,80,420,540,2,5
37,8,399,8,2,3,1,97,81,420,540,3,5
38,1,307,1,2,3,2,11,84,420,540,4,5
39,13,253,13,2,3,2,32,62,300,420,2,5
40,7,114,7,1,3,2,67,45,180,300,4,5
41,13,558,15,2,3,1,69,76,60,180,3,5
42,6,369,6,2,3,1,17,53,420,540,3,5
43,6,388,7,2,3,1,55,73,60,180,3,5
44,14,253,15,2,3,1,48,44,420,540,3,5
45,9,482,10,2,3,2,63,46,0,300,3,5
46,14,556,15,1,3,1,12,7,180,300,2,5
47,6,102,6,2,3,2,89,74,420,540,4,5
48,12,284,12,2,3,2,99,91,420,540,3,5
49,8,51,8,2,3,2,2,90,0,300,2,5
50,1,516,2,2,3,2,28,93,60,180,2,5
51,11,421,13,1,3,2,78,13,180,300,2,5
52,3,28,4,2,3,1,40,87,0,300,3,5
53,7,584,9,2,3,1,90,80,180,300,1,5
54,12,239,13,2,3,1,100,68,0,300,4,5
55,4,418,5,2,3,1,96,47,60,180,1,5
56,13,52,13,2,3,2,58,17,180,300,4,5
57,13,579,14,1,3,2,37,13,180,300,4,5
58,2,474,4,2,3,1,3,82,0,300,4,5
59,1,3,1,1,3,1,90,68,60,180,1,5
60,13,107,13,1,3,1,58,47,180,300,3,5
61,9,226,9,2,3,1,84,51,420,540,3,5
62,11,439,13,2,3,2,6,98,420,540,3,5
63,8,337,8,2,3,1,53,12,420,540,2,5
64,3,383,4,2,3,2,97,96,60,180,1,5
65,3,522,5,2,3,1,10,16,180,300,1,5
66,2,504,4,2,3,2,25,9,180,300,3,5
67,7,308,8,1,3,2,29,24,180,300,1,5
68,8,577,9,2,3,2,31,78,300,420,3,5
69,1,203,2,1,3,1,80,51,180,300,3,5
70,3,273,3,2,3,2,54,68,300,420,3,5
71,10,122,11,2,3,2,46,61,0,300,3,5
72,5,165,5,1,3,2,21,72,180,300,1,5
73,11,85,11,1,3,2,74,28,180,300,3,5
74,7,148,8,2,3,2,94,5,0,300,3,5
75,6,312,7,2,3,1,37,70,180,300,4,5
76,13,319,14,2,3,1,23,20,0,300,2,5
77,1,263,1,2,3,2,1,53,420,540,3,5
78,3,506,4,2,3,1,13,59,420,540,3,5
79,2,146,2,2,3,1,63,59,180,300,2,5
80,12,431,14,1,3,1,30,38,0,300,3,5
81,9,509,10,2,3,1,71,3,300,420,3,5
82,10,379,11,2,3,2,48,68,420,540,2,5
83,10,256,10,2,3,2,44,47,300,420,3,5
84,7,226,8,2,3,2,32,94,60,180,1,5
85,8,279,9,2,3,2,38,72,60,180,3,5
86,5,78,6,1,3,2,44,46,0,300,3,5
87,1,60,1,2,3,1,49,48,180,300,4,5
88,1,364,2,1,3,2,7,46,0,300,1,5
89,5,370,5,2,3,1,63,93,420,540,4,5
90,3,201,4,2,3,2,18,47,0,300,4,5
91,8,138,8,2,3,2,1,0,180,300,4,5
92,11,334,11,2,3,2,60,93,420,540,3,5
93,5,216,5,2,3,2,21,59,300,420,1,5
94,5,163,6,2,3,1,31,13,60,180,4,5
95,8,512,10,1,3,2,56,53,0,300,2,5
96,14,188,14,2,3,2,99,32,420,540,3,5
97,11,337,12,2,3,1,62,35,300,600,3,5
98,4,224,6,2,3,1,81,67,60,180,1,5
99,5,32,6,2,3,2,40,68,0,300,4,5
100,8,107,8,1,3,1,32,70,180,300,4,5
101,13,495,15,2,3,1,69,44,0,300,2,5
102,1,158,1,2,3,1,19,69,180,300,3,5
103,13,148,14,2,3,1,58,30,420,540,3,5
104,5,448,7,1,3,1,3,9,60,180,4,5
105,1,356,1,2,3,2,73,22,420,540,1,5
106,5,200,6,2,3,2,32,0,60,180,4,5
107,4,409,4,2,3,2,34,65,420,540,2,5
108,1,40,1,1,3,2,76,12,60,180,1,5
109,7,145,7,2,3,1,84,82,420,540,1,5
110,6,203,7,2,3,2,1,69,0,300,3,5
111,7,298,7,2,3,1,76,52,420,540,3,5
112,12,15,12,2,3,2,15,94,0,300,1,5
113,4,363,5,1,3,2,37,93,180,300,2,5
114,14,379,14,2,3,1,65,62,420,540,3,5
115,4,558,6,2,3,1,41,84,180,300,2,5
116,9,521,11,2,3,2,82,99,300,420,4,5
117,10,110,12,2,3,1,49,61,60,180,1,5
118,5,390,6,2,3,1,74,25,300,420,1,5
119,1,427,2,2,3,2,68,89,60,180,4,5
120,2,290,2,2,3,2,49,60,300,420,3,5
121,12,304,12,2,3,1,69,94,420,540,4,5
122,4,81,4,2,3,2,93,42,180,300,4,5
123,13,17,13,2,3,1,24,19,60,180,4,5
124,3,387,3,2,3,1,21,55,420,540,3,5
125,3,172,3,1,3,2,61,86,180,300,4,5
126,11,246,12,2,3,2,98,18,60,180,1,5
127,5,416,6,2,3,1,7,33,180,300,2,5
128,6,550,8,2,3,2,58,17,420,540,3,5
129,5,122,6,2,3,2,36,72,0,300,1,5
130,4,187,5,2,3,1,8,93,180,300,4,5
131,13,501,15,1,3,1,37,100,60,180,3,5
132,8,213,10,1,3,1,100,68,60,180,4,5
133,12,476,13,2,3,1,28,42,0,300,4,5
134,10,535,12,1,3,1,24,37,180,300,4,5
135,5,250,6,2,3,2,29,63,60,180,1,5
136,3,345,3,2,3,2,96,14,420,540,4,5
137,6,97,6,2,3,2,2,87,300,420,2,5
138,4,208,4,2,3,1,47,78,420,540,2,5
139,8,185,8,2,3,1,33,74,420,540,1,5
140,7,282,8,1,3,1,97,69,180,300,4,5
141,5,597,7,1,3,2,10,47,0,300,4,5
142,10,315,10,2,3,1,96,71,420,540,1,5
143,14,272,14,2,3,1,77,53,420,540,2,5
144,2,453,4,2,3,1,73,38,420,540,2,5
145,6,143,6,2,3,2,95,55,420,540,2,5
146,4,184,5,2,3,2,78,65,180,300,4,5
147,8,419,8,2,3,2,28,32,420,540,1,5
148,9,206,9,2,3,2,70,77,300,600,2,5
149,14,55,15,2,3,1,94,12,0,300,1,5
150,7,49,7,2,3,1,95,76,300,600,1,5
151,4,377,5,2,3,2,81,37,60,180,1,5
152,11,197,11,2,3,2,0,61,300,420,1,5
153,12,286,12,2,3,1,99,92,300,420,1,5
154,11,377,13,2,3,1,75,25,180,300,4,5
155,1,360,1,2,3,1,78,4,420,540,2,5
156,11,528,12,2,3,2,75,92,0,300,3,5
157,10,82,10,1,3,1,45,90,180,300,1,5
158,9,14,9,2,3,1,14,99,420,540,4,5
159,10,6,11,2,3,1,86,42,180,300,3,5
160,11,467,12,2,3,2,59,61,300,600,1,5
161,5,538,6,2,3,1,63,32,420,540,4,5
162,10,33,11,1,3,2,52,86,60,180,1,5
163,14,15,14,2,3,1,22,36,420,540,3,5
164,6,228,6,2,3,1,2,89,420,540,2,5
165,4,257,4,2,3,2,23,12,300,420,2,5
