Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,2,3,1,65,64,180,300,4,5
2,1,0,1,2,3,1,37,37,420,540,1,5
3,1,0,1,2,3,1,98,68,60,180,3,5
4,1,0,1,2,3,1,15,76,0,300,1,5
5,1,0,1,2,3,1,32,91,300,420,3,5
6,1,0,1,2,3,2,10,90,420,540,4,5
7,1,0,1,2,3,2,9,27,60,180,1,5
8,1,0,1,1,3,2,20,54,60,180,3,5
9,1,0,1,2,3,2,43,84,300,420,2,5
10,1,0,1,2,3,2,25,94,0,300,4,5
11,8,109,8,1,3,1,92,73,180,300,3,5
12,1,352,1,2,3,2,33,50,420,540,1,5
13,9,77,10,2,3,1,49,44,180,300,3,5
14,12,563,13,2,3,2,3,91,420,540,1,5
15,5,245,5,2,3,2,3,66,300,600,3,5
16,12,321,12,2,3,2,86,73,420,540,2,5
17,9,173,9,1,3,1,39,8,180,300,3,5
18,12,536,14,2,3,2,67,97,300,420,2,5
19,5,56,5,2,3,2,25,40,420,540,2,5
20,4,583,5,1,3,1,93,100,180,300,2,5
21,3,510,5,2,3,1,60,46,60,180,1,5
22,12,470,13,2,3,2,59,13,0,300,2,5
23,5,176,6,1,3,2,29,86,180,300,3,5
24,14,600,15,1,3,2,94,75,0,300,1,5
25,1,93,1,1,3,2,78,98,180,300,4,5
26,4,314,5,2,3,2,20,74,60,180,2,5
27,4,401,4,2,3,1,29,86,420,540,4,5
28,5,263,5,2,3,2,70,14,420,540,1,5
29,2,589,4,2,3,1,43,59,60,180,2,5
30,5,17,5,1,3,2,10,24,60,180,4,5
31,14,433,16,2,3,2,35,50,420,540,3,5
32,3,90,3,2,3,2,64,84,300,420,1,5
33,14,250,14,2,3,1,93,74,420,540,4,5
34,1,98,1,2,3,1,54,39,420,540,3,5
35,3,379,3,2,3,2,0,98,420,540,4,5
36,1,304,3,1,3,2,38,85,60,180,2,5
37,12,3,14,1,3,2,15,3,180,300,3,5
38,4,60,5,2,3,2,41,91,0,300,2,5
39,3,308,4,1,3,2,37,4,180,300,4,5
40,2,294,2,2,3,2,76,96,300,600,1,5
41,12,442,14,1,3,1,57,65,60,180,1,5
42,9,327,9,2,3,1,71,53,420,540,4,5
43,3,174,4,2,3,1,97,46,60,180,4,5
44,12,452,13,1,3,1,84,4,0,300,1,5
45,13,103,14,1,3,1,71,95,0,300,1,5
46,14,521,16,2,3,2,9,25,300,600,3,5
47,6,580,8,2,3,2,53,41,180,300,3,5
48,7,128,7,2,3,2,49,29,420,540,1,5
49,6,362,6,2,3,1,7,100,420,540,1,5
50,12,333,12,2,3,2,60,25,420,540,2,5
51,13,35,13,2,3,2,42,83,300,600,2,5
52,12,306,13,1,3,2,93,92,0,300,3,5
53,5,126,5,2,3,2,52,51,300,600,1,5
54,14,38,14,2,3,1,63,21,420,540,1,5
55,12,482,13,1,3,2,86,12,180,300,4,5
56,9,529,10,2,3,2,14,25,300,600,3,5
57,1,21,2,2,3,1,99,56,60,180,1,5
58,13,272,13,2,3,1,35,5,420,540,2,5
59,13,272,14,2,3,2,100,93,180,300,1,5
60,10,222,10,2,3,1,16,43,300,420,2,5
61,13,398,14,1,3,2,61,80,180,300,3,5
62,1,319,1,2,3,2,45,95,420,540,1,5
63,14,425,15,2,3,1,69,85,420,540,4,5
64,7,162,7,2,3,1,64,81,420,540,4,5
65,9,151,9,1,3,1,71,72,180,300,4,5
66,6,51,6,2,3,1,71,97,0,300,2,5
67,12,477,13,2,3,2,18,27,300,600,4,5
68,14,244,14,2,3,2,52,78,420,540,4,5
69,14,480,16,1,3,1,0,29,60,180,3,5
70,8,561,9,2,3,1,75,99,300,600,3,5
71,10,592,11,1,3,2,78,19,60,180,3,5
72,8,23,9,1,3,2,89,88,60,180,1,5
73,2,229,3,2,3,2,76,94,300,420,1,5
74,11,6,12,1,3,1,65,94,180,300,1,5
75,8,184,8,2,3,1,22,91,420,540,2,5
76,1,436,3,2,3,2,13,64,180,300,3,5
77,8,105,9,2,3,1,26,31,60,180,4,5
78,11,221,11,2,3,1,71,34,420,540,2,5
79,4,238,5,2,3,1,22,54,0,300,2,5
80,11,142,12,1,3,2,26,95,60,180,1,5
81,12,223,13,2,3,1,35,17,0,300,1,5
82,12,492,14,2,3,1,43,78,300,600,1,5
83,10,219,10,2,3,2,58,45,420,540,2,5
84,8,336,10,1,3,2,74,58,60,180,2,5
85,6,389,6,2,3,2,80,10,420,540,4,5
86,14,38,15,2,3,2,16,17,60,180,1,5
87,14,555,16,2,3,2,41,51,300,600,2,5
88,2,114,2,2,3,1,82,6,300,600,4,5
89,9,463,10,2,3,2,68,98,300,600,2,5
90,11,259,11,2,3,2,31,93,300,600,3,5
91,4,323,4,2,3,2,57,65,420,540,3,5
92,5,361,7,1,3,2,92,94,180,300,3,5
93,7,323,7,2,3,1,29,9,420,540,3,5
94,5,42,6,2,3,1,45,30,0,300,3,5
95,9,151,9,1,3,1,17,49,180,300,3,5
96,7,248,7,2,3,1,61,41,300,600,2,5
97,9,522,10,2,3,2,69,16,60,180,3,5
98,12,323,12,2,3,2,19,21,420,540,3,5
99,10,99,10,1,3,1,75,64,180,300,4,5
100,9,215,10,1,3,2,21,89,0,300,2,5
101,1,220,2,1,3,1,84,81,60,180,4,5
102,14,349,16,2,3,2,47,90,420,540,2,5
103,13,115,13,2,3,1,11,60,420,540,4,5
104,6,102,7,1,3,2,100,84,60,180,4,5
105,11,574,12,2,3,2,39,92,180,300,1,5
106,10,406,10,2,3,2,61,47,420,540,3,5
107,2,33,2,2,3,1,89,46,300,600,3,5
108,7,101,8,2,3,2,53,86,180,300,2,5
109,8,540,9,1,3,2,51,29,180,300,3,5
110,7,577,8,1,3,1,52,99,0,300,4,5
111,4,336,4,2,3,2,17,52,420,540,3,5
112,12,41,12,2,3,2,22,53,60,180,4,5
113,3,367,4,2,3,2,85,51,60,180,2,5
114,2,42,3,1,3,1,37,56,60,180,4,5
115,9,121,9,2,3,1,71,23,420,540,1,5
116,4,351,4,2,3,2,72,49,420,540,2,5
117,4,240,5,2,3,1,47,12,300,600,4,5
118,7,545,8,2,3,1,98,11,300,600,4,5
119,12,276,12,2,3,1,31,70,420,540,1,5
120,11,342,11,2,3,1,22,46,420,540,2,5
121,1,175,1,1,3,1,80,88,180,300,2,5
122,4,440,6,2,3,2,17,27,300,420,1,5
123,3,397,3,2,3,2,44,20,420,540,4,5
124,2,474,4,2,3,2,3,87,420,540,4,5
125,11,345,11,2,3,1,8,59,420,540,3,5
126,6,130,6,1,3,1,89,59,180,300,3,5
127,7,378,9,2,3,2,14,75,0,300,1,5
128,4,291,4,2,3,2,40,54,300,600,4,5
129,5,238,5,2,3,1,3,12,420,540,3,5
130,10,73,11,1,3,2,13,36,60,180,3,5
131,8,7,8,1,3,1,70,24,60,180,4,5
132,8,293,8,2,3,2,64,10,300,600,3,5
133,10,579,12,2,3,1,4,44,420,540,4,5
134,7,232,8,2,3,2,61,62,300,420,3,5
135,13,311,13,2,3,1,81,75,420,540,4,5
136,4,151,4,2,3,2,58,26,420,540,2,5
137,10,426,11,2,3,1,26,57,60,180,3,5
138,14,396,14,2,3,2,10,16,420,540,4,5
139,1,29,1,2,3,1,50,94,180,300,1,5
140,6,19,6,2,3,2,93,3,300,420,1,5
141,11,406,12,2,3,1,52,7,300,600,2,5
142,6,429,7,1,3,2,38,32,60,180,3,5
143,9,376,9,2,3,1,14,45,420,540,2,5
144,3,301,3,2,3,2,74,63,420,540,4,5
145,9,277,10,2,3,1,13,60,60,180,4,5
146,10,125,10,2,3,1,6,92,180,300,3,5
147,9,560,10,2,3,2,93,13,180,300,4,5
148,6,236,6,2,3,2,4,82,300,600,3,5
149,2,356,2,2,3,1,55,2,420,540,2,5
150,3,75,3,2,3,1,66,15,180,300,4,5
151,10,48,10,1,3,2,89,82,60,180,1,5
152,1,559,2,2,3,2,36,79,420,540,1,5
153,3,188,3,2,3,2,15,56,300,420,3,5
154,11,398,12,1,3,2,34,7,60,180,3,5
155,6,365,6,2,3,1,78,88,420,540,4,5
156,4,471,5,2,3,1,75,11,0,300,4,5
157,13,196,13,2,3,1,45,34,420,540,4,5
158,9,328,9,2,3,1,70,42,420,540,4,5
159,1,178,1,1,3,2,17,82,180,300,4,5
160,5,148,5,1,3,1,99,73,180,300,3,5
161,12,313,12,2,3,2,56,81,420,540,3,5
162,4,116,4,2,3,2,64,24,420,540,1,5
163,6,337,6,2,3,2,49,38,420,540,3,5
164,7,99,7,2,3,2,78,11,300,420,4,5
165,4,547,6,1,3,2,6,21,180,300,2,5
