Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,88,45,60,180,2,5
2,1,0,1,2,3,1,4,24,420,540,1,5
3,1,0,1,1,3,1,18,34,60,180,2,5
4,1,0,1,1,3,1,0,79,60,180,2,5
5,1,0,1,2,3,1,27,46,180,300,1,5
6,1,0,1,1,3,2,18,41,60,180,4,5
7,1,0,1,2,3,2,17,57,0,300,2,5
8,1,0,1,2,3,2,36,4,180,300,3,5
9,1,0,1,1,3,2,30,83,60,180,2,5
10,1,0,1,2,3,2,15,64,180,300,1,5
11,8,218,9,2,3,2,21,100,60,180,4,5
12,4,242,5,1,3,1,14,77,0,300,4,5
13,2,323,2,2,3,2,62,18,420,540,3,5
14,7,495,8,2,3,1,87,87,180,300,1,5
15,7,231,7,2,3,1,55,6,300,420,4,5
16,4,394,4,2,3,1,46,66,420,540,1,5
17,6,414,7,2,3,1,48,17,60,180,3,5
18,6,170,7,2,3,1,13,39,420,540,4,5
19,7,552,9,1,3,1,44,31,180,300,3,5
20,1,228,1,2,3,2,36,64,300,420,1,5
21,1,198,1,2,3,1,43,4,300,600,2,5
22,5,357,6,2,3,1,39,95,300,420,3,5
23,8,397,9,1,3,2,25,89,0,300,4,5
24,5,167,7,1,3,2,36,25,60,180,3,5
25,7,265,7,2,3,2,38,27,420,540,1,5
26,1,227,2,1,3,1,41,4,60,180,3,5
27,1,103,2,2,3,2,89,12,300,600,2,5
28,3,410,4,2,3,2,57,44,180,300,3,5
29,8,122,10,2,3,1,50,55,420,540,4,5
30,12,149,14,2,3,2,27,93,180,300,2,5
31,6,353,6,2,3,2,84,41,420,540,2,5
32,4,579,6,2,3,1,65,10,420,540,2,5
33,6,482,8,2,3,1,44,75,60,180,4,5
34,6,125,6,2,3,2,30,35,300,420,3,5
35,10,112,10,1,3,2,51,32,180,300,2,5
36,6,260,7,1,3,1,78,96,180,300,4,5
37,6,107,6,2,3,2,33,35,300,420,4,5
38,9,27,10,1,3,2,77,63,0,300,3,5
39,13,579,15,2,3,1,13,4,0,300,1,5
40,12,475,13,1,3,1,66,84,180,300,3,5
41,13,17,13,2,3,2,69,34,0,300,1,5
42,13,24,14,1,3,1,74,75,0,300,2,5
43,4,566,6,2,3,1,50,53,0,300,2,5
44,7,259,7,2,3,1,75,90,300,600,2,5
45,6,579,7,1,3,1,18,98,0,300,1,5
46,2,432,4,2,3,2,72,56,300,600,4,5
47,2,107,2,1,3,2,66,86,180,300,4,5
48,5,132,7,2,3,2,85,17,180,300,2,5
49,2,469,3,2,3,2,42,99,300,600,4,5
50,14,561,15,2,3,1,37,66,300,420,1,5
51,2,504,3,2,3,1,55,90,300,420,2,5
52,9,20,9,1,3,2,3,25,60,180,1,5
53,12,527,13,2,3,1,94,26,180,300,1,5
54,11,357,12,1,3,2,82,26,180,300,4,5
55,7,200,7,2,3,1,90,79,300,600,1,5
56,14,98,14,1,3,1,31,97,180,300,1,5
57,3,192,4,2,3,1,55,29,420,540,1,5
58,1,15,1,2,3,2,63,25,180,300,1,5
59,9,393,9,2,3,1,70,67,420,540,2,5
60,12,242,14,2,3,1,59,29,0,300,4,5
61,3,227,4,1,3,1,90,63,180,300,1,5
62,12,307,13,2,3,1,17,77,180,300,2,5
63,7,338,7,2,3,1,18,6,420,540,4,5
64,14,566,15,2,3,1,57,23,60,180,3,5
65,9,579,10,2,3,1,96,23,420,540,1,5
66,3,172,3,2,3,1,65,40,300,420,2,5
67,2,358,2,2,3,2,11,97,420,540,2,5
68,5,511,6,2,3,1,92,5,60,180,4,5
69,3,262,3,2,3,2,51,18,420,540,3,5
70,7,488,9,1,3,1,11,73,60,180,4,5
71,1,281,1,2,3,1,44,77,300,420,2,5
72,2,30,2,2,3,2,72,73,0,300,3,5
73,10,287,10,2,3,1,38,41,300,420,1,5
74,5,594,7,1,3,2,52,100,0,300,3,5
75,3,447,4,1,3,1,82,43,60,180,1,5
76,3,129,3,2,3,1,17,36,180,300,3,5
77,14,227,14,2,3,2,17,0,420,540,1,5
78,14,580,16,2,3,1,22,24,0,300,2,5
79,10,219,11,1,3,2,36,56,0,300,4,5
80,8,116,8,2,3,2,4,27,300,420,3,5
81,9,164,10,2,3,2,87,10,300,420,2,5
82,13,184,14,1,3,1,10,91,60,180,3,5
83,6,511,8,2,3,2,95,2,420,540,1,5
84,13,572,15,1,3,1,1,92,180,300,2,5
85,3,121,4,2,3,1,84,85,300,600,4,5
86,9,516,11,2,3,2,13,61,300,420,4,5
87,7,340,8,1,3,2,15,6,60,180,2,5
88,6,405,7,2,3,2,18,65,180,300,4,5
89,10,227,10,2,3,2,45,86,300,600,1,5
90,1,239,1,2,3,1,81,16,420,540,1,5
91,3,483,5,2,3,2,32,78,0,300,3,5
92,13,318,14,2,3,2,85,88,180,300,2,5
93,7,387,8,2,3,2,92,57,420,540,3,5
94,13,356,13,2,3,2,95,17,420,540,2,5
95,2,442,3,2,3,2,29,96,420,540,2,5
96,5,493,7,2,3,1,36,11,300,420,1,5
97,11,419,11,2,3,1,22,78,420,540,3,5
98,11,399,12,2,3,1,31,62,0,300,1,5
99,7,281,7,2,3,2,33,27,300,420,1,5
100,7,122,7,1,3,1,16,65,180,300,3,5
101,7,276,7,2,3,1,15,98,420,540,3,5
102,1,392,2,2,3,2,6,53,420,540,2,5
103,13,376,14,2,3,2,60,92,180,300,2,5
104,14,74,14,1,3,2,40,1,180,300,3,5
105,5,197,6,2,3,2,92,73,300,420,3,5
106,11,95,11,2,3,1,18,26,300,420,1,5
107,9,306,9,2,3,1,42,81,420,540,2,5
108,8,401,8,2,3,2,35,38,420,540,2,5
109,4,75,5,1,3,1,77,28,60,180,2,5
110,6,286,7,2,3,2,97,65,420,540,1,5
111,1,391,1,2,3,1,10,99,420,540,1,5
112,13,51,13,2,3,2,37,76,180,300,1,5
113,5,9,6,2,3,2,18,46,180,300,3,5
114,13,355,15,2,3,1,46,48,0,300,2,5
115,7,99,7,2,3,1,78,6,420,540,4,5
116,14,345,15,2,3,1,18,53,0,300,4,5
117,5,177,5,2,3,1,23,77,180,300,1,5
118,11,148,11,2,3,2,20,57,300,600,3,5
119,3,460,4,2,3,1,13,78,60,180,3,5
120,10,267,11,2,3,2,57,30,60,180,1,5
121,3,326,3,2,3,1,35,88,420,540,2,5
122,5,502,6,1,3,2,37,77,60,180,2,5
123,3,102,4,2,3,1,51,9,60,180,1,5
124,14,146,15,2,3,1,82,7,60,180,2,5
125,8,258,9,1,3,1,92,50,180,300,3,5
126,1,482,2,1,3,1,99,28,60,180,2,5
127,3,253,3,2,3,1,46,28,420,540,4,5
128,14,478,16,2,3,1,33,21,0,300,2,5
129,9,36,10,1,3,2,24,3,180,300,4,5
130,2,247,2,2,3,2,84,35,300,600,3,5
131,14,493,16,2,3,1,81,82,60,180,2,5
132,14,112,14,2,3,1,86,85,300,420,3,5
133,5,138,6,1,3,2,67,69,60,180,4,5
134,7,123,7,2,3,2,75,89,420,540,3,5
135,14,522,15,2,3,2,60,80,180,300,3,5
136,6,372,6,2,3,2,80,66,420,540,4,5
137,3,263,4,1,3,1,16,44,60,180,3,5
138,13,264,14,1,3,1,32,97,180,300,1,5
139,10,509,11,1,3,1,52,49,0,300,3,5
140,5,260,6,1,3,2,55,74,180,300,1,5
141,1,215,1,2,3,2,45,84,420,540,1,5
142,13,332,13,2,3,2,31,61,420,540,3,5
143,6,552,8,2,3,1,40,86,60,180,3,5
144,9,540,10,2,3,1,15,18,420,540,2,5
145,5,33,6,2,3,2,75,47,0,300,2,5
146,1,239,1,2,3,2,42,71,300,420,4,5
147,2,226,3,1,3,2,41,43,0,300,2,5
148,5,391,6,2,3,2,83,36,300,600,1,5
149,1,313,2,2,3,1,87,92,180,300,1,5
150,8,244,8,2,3,1,80,19,420,540,2,5
151,2,323,3,2,3,1,85,44,420,540,2,5
152,9,65,9,1,3,2,45,49,180,300,4,5
153,7,253,7,2,3,2,77,26,300,600,1,5
154,12,300,13,2,3,2,54,20,300,600,2,5
155,3,146,3,1,3,2,49,40,180,300,2,5
156,1,375,1,2,3,1,85,85,420,540,2,5
157,11,35,11,2,3,1,94,33,300,600,2,5
158,4,171,5,2,3,1,99,41,300,600,2,5
159,10,103,11,2,3,2,26,43,60,180,3,5
160,11,144,12,2,3,1,31,57,60,180,2,5
161,3,353,5,2,3,2,72,81,0,300,2,5
162,9,57,10,1,3,1,79,100,180,300,2,5
163,6,315,6,2,3,2,77,12,420,540,1,5
164,1,338,1,2,3,1,74,94,420,540,3,5
165,6,219,6,2,3,1,97,76,300,600,1,5
