Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
,,,,,0,3,50,100,,,,0
,,,,,1,3,39,54,,,,15
,,,,,1,3,60,56,,,,15
1,1,0,1,1,3,2,69,3,60,180,2,5
2,1,0,1,1,3,3,6,89,60,180,3,5
3,1,0,1,1,3,1,32,66,60,180,1,5
4,1,0,1,1,3,2,39,34,60,180,2,5
5,1,0,1,1,3,1,93,39,60,180,2,5
6,1,0,1,1,3,2,12,15,60,180,3,5
7,1,0,1,1,3,2,73,2,60,180,4,5
8,1,0,1,1,3,1,81,50,60,180,4,5
9,1,0,1,1,3,1,85,43,60,180,1,5
10,1,0,1,1,3,3,76,34,60,180,1,5
11,1,0,1,1,3,1,16,62,60,180,4,5
12,1,0,1,1,3,2,50,61,60,180,2,5
13,1,0,1,1,3,3,54,3,60,180,1,5
14,1,0,1,2,3,1,54,92,60,180,2,5
15,1,0,1,1,3,2,23,91,60,180,4,5
16,1,0,1,1,3,2,4,37,60,180,2,5
17,1,0,1,2,3,1,78,24,420,540,1,5
18,1,0,1,1,3,1,12,30,60,180,4,5
19,1,0,1,1,3,3,64,67,60,180,1,5
20,1,0,1,1,3,1,9,72,60,180,3,5
21,1,0,1,1,3,1,49,61,60,180,2,5
22,1,0,1,1,3,1,15,21,60,180,4,5
23,1,0,1,1,3,2,3,53,60,180,2,5
24,1,0,1,1,3,3,57,14,60,180,3,5
25,1,0,1,1,3,2,64,15,60,180,2,5
26,1,0,1,1,3,2,74,79,60,180,3,5
27,1,0,1,1,3,1,25,35,60,180,4,5
28,1,0,1,1,3,1,70,40,60,180,4,5
29,1,0,1,1,3,3,26,99,60,180,1,5
30,1,0,1,1,3,3,59,40,60,180,1,5
31,1,0,1,1,3,1,91,66,60,180,1,5
32,1,0,1,1,3,1,23,56,60,180,3,5
33,1,0,1,1,3,1,18,59,60,180,2,5
34,1,0,1,1,3,2,6,94,60,180,3,5
35,1,0,1,1,3,3,75,95,60,180,4,5
36,1,0,1,1,3,2,12,96,60,180,2,5
37,1,0,1,1,3,3,78,25,60,180,1,5
38,1,0,1,1,3,3,82,27,60,180,2,5
39,1,0,1,2,3,3,62,40,300,420,3,5
40,1,0,1,1,3,1,64,96,60,180,2,5
41,1,0,1,1,3,2,27,34,60,180,4,5
42,1,0,1,1,3,1,23,30,60,180,2,5
43,1,0,1,1,3,2,78,13,60,180,4,5
44,1,0,1,1,3,3,68,60,60,180,2,5
45,1,0,1,1,3,3,94,54,60,180,2,5
46,1,0,1,1,3,3,99,65,60,180,4,5
47,1,0,1,1,3,3,68,5,60,180,2,5
48,1,0,1,1,3,2,1,45,60,180,2,5
49,1,0,1,1,3,1,44,88,60,180,3,5
50,1,0,1,1,3,2,29,40,60,180,1,5
51,1,0,1,1,3,3,61,56,60,180,2,5
52,1,0,1,1,3,2,40,91,60,180,4,5
53,1,0,1,1,3,3,61,12,60,180,2,5
54,1,0,1,1,3,1,21,82,60,180,3,5
55,1,0,1,1,3,3,43,46,60,180,1,5
56,1,0,1,1,3,2,100,9,60,180,2,5
57,1,0,1,1,3,3,24,85,60,180,3,5
58,1,0,1,1,3,3,42,26,60,180,3,5
59,1,0,1,1,3,2,2,81,60,180,3,5
60,1,0,1,1,3,1,40,45,60,180,3,5
61,1,0,1,1,3,3,68,55,60,180,4,5
62,1,0,1,1,3,1,90,90,60,180,3,5
63,1,0,1,1,3,3,40,15,60,180,1,5
64,1,0,1,1,3,3,73,69,60,180,4,5
65,1,0,1,1,3,2,11,11,60,180,2,5
66,1,0,1,1,3,2,72,21,60,180,3,5
67,1,0,1,1,3,1,93,66,60,180,4,5
68,1,0,1,1,3,2,49,19,60,180,1,5
69,1,0,1,1,3,2,54,34,60,180,4,5
70,1,0,1,2,3,2,86,2,60,180,3,5
71,1,0,1,1,3,2,37,47,60,180,1,5
72,1,0,1,1,3,1,37,77,60,180,4,5
73,1,0,1,1,3,3,7,83,60,180,4,5
74,1,0,1,1,3,2,53,84,60,180,1,5
75,1,0,1,1,3,3,3,26,60,180,2,5
76,1,0,1,1,3,3,1,29,60,180,1,5
77,1,0,1,1,3,2,33,6,60,180,1,5
78,1,0,1,1,3,1,34,51,60,180,3,5
79,1,0,1,1,3,3,48,98,60,180,3,5
80,1,0,1,1,3,1,68,15,60,180,2,5
81,1,0,1,1,3,1,66,82,60,180,1,5
82,1,0,1,1,3,2,42,0,60,180,1,5
83,1,0,1,1,3,3,24,63,60,180,2,5
84,1,0,1,1,3,2,7,65,60,180,2,5
85,1,0,1,1,3,1,91,99,60,180,1,5
86,1,0,1,1,3,2,87,20,60,180,1,5
87,1,0,1,2,3,2,92,51,300,600,2,5
88,1,0,1,1,3,3,91,68,60,180,4,5
89,1,0,1,1,3,2,88,55,60,180,3,5
90,1,0,1,1,3,3,47,23,60,180,1,5
91,1,0,1,1,3,2,84,87,60,180,4,5
92,1,0,1,1,3,2,95,78,60,180,2,5
93,1,0,1,1,3,3,59,82,60,180,4,5
94,1,0,1,1,3,3,34,91,60,180,4,5
95,1,0,1,1,3,3,18,67,60,180,1,5
96,1,0,1,1,3,2,59,27,60,180,3,5
97,1,0,1,1,3,3,44,36,60,180,2,5
98,1,0,1,1,3,2,97,63,60,180,2,5
99,1,0,1,1,3,3,6,91,60,180,3,5
100,1,0,1,1,3,3,81,20,60,180,1,5
101,1,0,1,1,3,2,100,62,60,180,3,5
102,1,0,1,1,3,3,85,86,60,180,1,5
103,1,0,1,2,3,3,84,26,300,600,2,5
104,1,0,1,1,3,1,50,60,60,180,1,5
105,1,0,1,1,3,3,51,16,60,180,3,5
106,1,0,1,1,3,1,30,5,60,180,1,5
107,1,0,1,1,3,1,33,84,60,180,3,5
108,1,0,1,1,3,2,39,27,60,180,4,5
109,1,0,1,1,3,3,40,53,60,180,2,5
110,1,0,1,1,3,3,91,57,60,180,4,5
111,1,0,1,1,3,3,74,44,60,180,1,5
112,1,0,1,1,3,2,59,61,60,180,2,5
113,1,0,1,1,3,2,20,64,60,180,4,5
114,1,0,1,1,3,2,83,8,60,180,2,5
115,1,0,1,1,3,3,10,3,60,180,1,5
116,1,0,1,1,3,3,47,7,60,180,4,5
117,1,0,1,2,3,3,65,29,60,180,1,5
118,1,0,1,1,3,1,18,44,60,180,4,5
119,1,0,1,1,3,2,65,31,60,180,1,5
120,1,0,1,1,3,3,47,85,60,180,3,5
121,1,0,1,1,3,1,78,59,60,180,4,5
122,1,0,1,1,3,2,18,54,60,180,1,5
123,1,0,1,1,3,2,7,47,60,180,4,5
124,1,0,1,1,3,1,53,65,60,180,1,5
125,1,0,1,1,3,2,59,0,60,180,2,5
126,1,0,1,1,3,2,21,95,60,180,3,5
127,1,0,1,1,3,2,83,31,60,180,2,5
128,1,0,1,1,3,1,26,48,60,180,1,5
129,1,0,1,1,3,2,79,67,60,180,1,5
130,1,0,1,1,3,3,29,0,60,180,1,5
131,1,0,1,1,3,1,50,59,60,180,4,5
132,1,0,1,1,3,3,2,4,60,180,1,5
133,1,0,1,1,3,1,40,23,60,180,2,5
134,1,0,1,1,3,2,40,92,60,180,2,5
135,1,0,1,1,3,3,24,84,60,180,2,5
136,1,0,1,1,3,1,30,43,60,180,4,5
137,1,0,1,1,3,3,39,85,60,180,3,5
138,1,0,1,1,3,2,36,25,60,180,3,5
139,1,0,1,1,3,2,21,93,60,180,1,5
140,1,0,1,1,3,1,92,18,60,180,4,5
141,1,0,1,1,3,1,9,68,60,180,2,5
142,1,0,1,1,3,3,0,71,60,180,1,5
143,1,0,1,1,3,3,42,16,60,180,3,5
144,1,0,1,1,3,3,70,27,60,180,2,5
145,1,0,1,1,3,2,92,45,60,180,3,5
146,1,0,1,1,3,3,59,97,60,180,4,5
147,1,0,1,1,3,3,46,80,60,180,3,5
148,1,0,1,1,3,3,76,88,60,180,1,5
149,1,0,1,1,3,2,23,12,60,180,3,5
150,1,0,1,1,3,3,38,60,60,180,1,5
151,1,0,1,1,3,2,19,61,60,180,1,5
152,1,0,1,1,3,1,60,49,60,180,1,5
153,1,0,1,1,3,3,15,82,60,180,4,5
154,1,0,1,1,3,1,95,37,60,180,2,5
155,1,0,1,1,3,2,81,93,60,180,3,5
156,1,0,1,1,3,2,17,85,60,180,2,5
157,1,0,1,1,3,3,5,54,60,180,4,5
158,1,0,1,1,3,2,39,51,60,180,1,5
159,1,0,1,2,3,3,47,26,300,420,3,5
160,1,0,1,1,3,2,25,19,60,180,4,5
161,1,0,1,1,3,3,84,9,60,180,4,5
162,1,0,1,1,3,2,36,11,60,180,1,5
163,1,0,1,1,3,1,76,50,60,180,1,5
