Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,23,100,60,180,1,5
2,1,0,1,1,3,1,86,35,60,180,4,5
3,1,0,1,1,3,1,77,92,60,180,4,5
4,1,0,1,1,3,1,37,90,60,180,1,5
5,1,0,1,1,3,1,84,8,60,180,2,5
6,1,0,1,1,3,2,47,74,60,180,4,5
7,1,0,1,1,3,2,66,60,60,180,2,5
8,1,0,1,1,3,2,99,98,60,180,4,5
9,1,0,1,2,3,2,51,61,0,300,4,5
10,1,0,1,1,3,2,1,47,60,180,4,5
11,2,196,3,2,3,2,6,92,420,540,4,5
12,8,306,8,2,3,1,58,10,420,540,4,5
13,1,116,1,1,3,1,92,19,180,300,4,5
14,5,210,5,2,3,1,41,74,420,540,1,5
15,12,320,12,2,3,2,26,4,420,540,3,5
16,8,480,10,1,3,2,85,71,0,300,4,5
17,2,267,3,1,3,1,100,40,180,300,2,5
18,7,239,7,2,3,1,74,94,420,540,1,5
19,4,303,5,1,3,1,14,78,60,180,1,5
20,11,535,13,1,3,1,29,9,180,300,4,5
21,1,281,1,2,3,1,82,58,300,600,4,5
22,14,347,16,1,3,2,17,6,0,300,2,5
23,11,569,13,1,3,1,26,56,0,300,3,5
24,7,307,8,2,3,1,6,33,420,540,2,5
25,12,564,13,2,3,2,61,25,60,180,1,5
26,4,393,4,2,3,2,17,37,420,540,2,5
27,2,366,2,2,3,2,46,20,420,540,3,5
28,13,235,14,1,3,2,98,75,0,300,1,5
29,1,518,2,2,3,1,45,4,0,300,1,5
30,2,377,2,2,3,1,34,99,420,540,1,5
31,11,67,13,1,3,1,33,40,60,180,3,5
32,2,488,4,2,3,1,0,56,0,300,1,5
33,8,437,9,1,3,1,91,88,0,300,1,5
34,14,336,15,1,3,1,36,90,180,300,1,5
35,4,332,6,2,3,2,15,26,300,420,1,5
36,10,62,10,2,3,2,2,51,300,600,3,5
37,14,43,14,1,3,2,28,51,60,180,3,5
38,10,269,12,1,3,1,74,63,180,300,1,5
39,14,531,16,1,3,1,63,9,180,300,4,5
40,11,506,13,2,3,2,17,12,0,300,3,5
41,9,127,9,1,3,2,23,49,180,300,2,5
42,6,543,7,1,3,2,6,89,60,180,1,5
43,9,345,9,2,3,1,77,51,420,540,3,5
44,4,505,5,1,3,2,93,30,0,300,2,5
45,1,311,2,2,3,2,25,80,60,180,1,5
46,3,536,4,1,3,1,86,40,60,180,3,5
47,11,242,11,2,3,2,88,19,420,540,1,5
48,13,377,14,1,3,2,32,81,0,300,4,5
49,8,124,9,2,3,1,43,58,420,540,2,5
50,6,219,6,2,3,2,12,12,300,600,4,5
51,4,229,4,2,3,1,45,81,300,420,2,5
52,6,266,6,2,3,2,74,91,300,420,1,5
53,9,278,9,2,3,2,78,0,420,540,4,5
54,1,27,3,2,3,1,47,39,60,180,4,5
55,7,457,9,1,3,2,44,63,0,300,2,5
56,8,193,9,1,3,2,82,67,180,300,4,5
57,3,547,5,1,3,1,35,99,60,180,2,5
58,3,290,3,2,3,2,34,35,300,420,1,5
59,3,419,4,2,3,1,88,75,300,420,3,5
60,7,462,9,1,3,1,49,78,0,300,2,5
61,6,177,6,2,3,2,72,76,420,540,4,5
62,6,206,6,2,3,1,69,39,420,540,4,5
63,8,77,8,1,3,1,16,98,180,300,2,5
64,8,16,9,2,3,1,36,50,180,300,4,5
65,4,336,5,2,3,1,6,58,60,180,2,5
66,9,12,9,2,3,2,23,86,420,540,1,5
67,10,530,11,1,3,2,30,48,0,300,2,5
68,13,194,13,2,3,1,77,25,420,540,3,5
69,14,24,14,2,3,2,51,62,300,420,3,5
70,6,511,8,1,3,1,38,29,0,300,2,5
71,11,112,11,2,3,2,7,97,180,300,4,5
72,6,288,7,1,3,1,36,60,180,300,4,5
73,3,178,4,1,3,2,34,43,180,300,2,5
74,8,191,9,1,3,1,86,75,180,300,3,5
75,4,562,5,1,3,1,74,81,0,300,1,5
76,11,287,11,2,3,2,83,43,420,540,1,5
77,9,592,11,1,3,2,35,34,60,180,3,5
78,7,220,7,2,3,2,70,73,300,600,1,5
79,3,596,4,1,3,2,87,0,60,180,1,5
80,5,428,7,1,3,2,0,45,0,300,4,5
81,7,63,7,1,3,2,22,83,180,300,3,5
82,8,116,9,1,3,2,31,50,60,180,2,5
83,8,396,8,2,3,2,74,88,420,540,1,5
84,13,569,14,2,3,2,34,41,300,600,3,5
85,5,97,5,2,3,1,60,86,420,540,1,5
86,10,195,10,2,3,2,62,89,300,420,2,5
87,10,232,10,2,3,2,3,53,300,600,3,5
88,11,133,12,2,3,1,71,98,300,420,3,5
89,1,319,2,1,3,2,76,57,0,300,1,5
90,2,253,2,2,3,2,61,16,300,420,4,5
91,7,236,7,2,3,1,62,33,300,600,4,5
92,4,22,4,1,3,1,82,26,60,180,3,5
93,8,571,9,1,3,2,78,20,60,180,4,5
94,6,115,7,1,3,1,2,91,180,300,2,5
95,7,384,7,2,3,2,46,60,420,540,3,5
96,4,422,5,1,3,1,68,4,0,300,3,5
97,7,376,9,2,3,1,92,74,420,540,3,5
98,9,502,10,2,3,1,58,95,0,300,3,5
99,8,5,9,2,3,2,90,38,180,300,1,5
100,5,169,5,2,3,1,13,4,180,300,2,5
101,8,132,10,1,3,2,34,74,0,300,1,5
102,6,499,7,2,3,1,21,98,60,180,3,5
103,9,292,10,2,3,1,5,87,0,300,3,5
104,10,317,10,2,3,1,62,78,420,540,3,5
105,12,419,13,1,3,2,9,28,180,300,4,5
106,9,336,9,2,3,2,53,12,420,540,3,5
107,3,211,3,2,3,1,97,3,300,600,2,5
108,2,122,2,2,3,2,21,44,180,300,3,5
109,8,13,8,2,3,2,31,80,300,600,2,5
110,14,578,15,1,3,2,80,66,60,180,2,5
111,7,541,9,1,3,2,43,45,60,180,4,5
112,7,533,9,2,3,2,24,11,300,600,4,5
113,11,338,12,1,3,1,52,40,0,300,4,5
114,7,175,8,1,3,1,84,36,180,300,4,5
115,5,51,5,2,3,2,75,87,420,540,3,5
116,8,345,9,1,3,2,37,24,180,300,1,5
117,5,73,6,1,3,1,14,40,180,300,3,5
118,13,554,14,1,3,2,48,56,0,300,3,5
119,11,121,12,1,3,2,94,42,180,300,1,5
120,8,12,8,1,3,2,30,44,60,180,2,5
121,4,140,4,1,3,2,28,81,180,300,3,5
122,9,84,9,1,3,2,63,75,180,300,1,5
123,13,184,13,2,3,1,67,56,420,540,1,5
124,10,245,11,1,3,2,10,2,60,180,3,5
125,12,341,13,2,3,1,73,53,180,300,1,5
126,6,183,7,1,3,1,79,16,60,180,2,5
127,14,466,15,1,3,1,17,53,0,300,1,5
128,5,182,5,2,3,2,8,22,420,540,2,5
129,7,158,8,2,3,1,23,15,60,180,2,5
130,2,535,4,2,3,2,21,35,60,180,3,5
131,13,311,13,2,3,1,20,16,420,540,2,5
132,7,396,8,1,3,1,9,21,180,300,2,5
133,13,465,14,2,3,1,57,34,60,180,4,5
134,11,237,11,2,3,1,21,35,300,420,3,5
135,3,82,4,1,3,1,49,72,0,300,2,5
136,3,20,4,1,3,2,3,19,0,300,2,5
137,12,578,14,1,3,1,49,38,60,180,1,5
138,3,567,4,1,3,2,26,45,60,180,3,5
139,5,552,6,1,3,1,92,25,180,300,2,5
140,9,409,9,2,3,2,35,29,420,540,2,5
141,10,86,10,1,3,2,52,76,180,300,3,5
142,13,208,13,2,3,1,55,80,300,600,2,5
143,8,351,9,1,3,2,97,33,60,180,2,5
144,13,271,13,2,3,2,45,17,420,540,4,5
145,2,411,2,2,3,2,22,78,420,540,4,5
146,6,248,6,2,3,2,19,59,300,420,3,5
147,14,558,16,1,3,1,40,69,0,300,1,5
148,8,89,8,1,3,1,80,98,180,300,4,5
149,14,488,16,1,3,2,9,24,60,180,3,5
150,6,323,6,2,3,2,93,7,420,540,1,5
151,11,290,12,2,3,2,31,46,0,300,2,5
152,3,195,3,2,3,1,4,73,420,540,2,5
153,13,337,13,2,3,2,70,71,420,540,1,5
154,8,344,8,2,3,2,8,58,420,540,3,5
155,10,537,12,1,3,1,70,99,60,180,4,5
156,11,445,12,1,3,1,61,55,180,300,1,5
157,6,538,8,1,3,1,0,100,60,180,4,5
158,2,294,2,2,3,1,84,73,420,540,4,5
159,12,0,12,1,3,2,90,57,60,180,2,5
160,7,246,7,2,3,1,90,57,420,540,3,5
161,4,489,5,1,3,1,56,83,180,300,2,5
162,8,427,10,1,3,1,2,72,0,300,3,5
163,11,336,11,2,3,2,6,33,420,540,2,5
164,11,534,12,2,3,2,11,100,180,300,4,5
165,11,384,11,2,3,2,1,15,420,540,3,5
