Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,32,24,60,180,1,5
2,1,0,1,1,3,1,90,28,60,180,2,5
3,1,0,1,1,3,1,71,88,60,180,4,5
4,1,0,1,2,3,1,73,73,180,300,2,5
5,1,0,1,1,3,1,49,81,60,180,4,5
6,1,0,1,1,3,2,34,55,60,180,4,5
7,1,0,1,1,3,2,8,53,60,180,4,5
8,1,0,1,1,3,2,68,98,60,180,4,5
9,1,0,1,2,3,2,54,24,180,300,3,5
10,1,0,1,2,3,2,66,78,60,180,3,5
11,3,482,4,2,3,2,87,54,0,300,3,5
12,9,209,9,2,3,1,51,81,300,600,4,5
13,14,573,15,1,3,1,72,30,180,300,2,5
14,9,283,10,1,3,2,32,14,60,180,3,5
15,11,421,12,1,3,1,14,61,0,300,2,5
16,4,158,4,1,3,2,40,12,180,300,1,5
17,5,144,5,2,3,1,42,85,420,540,1,5
18,4,410,5,1,3,1,16,67,60,180,4,5
19,2,345,2,2,3,1,37,7,420,540,3,5
20,4,218,5,2,3,1,61,30,60,180,4,5
21,5,93,5,2,3,2,12,50,420,540,3,5
22,10,565,12,2,3,2,28,24,0,300,4,5
23,9,323,9,2,3,2,45,75,420,540,1,5
24,6,292,6,2,3,1,41,60,420,540,4,5
25,14,487,15,1,3,2,16,60,60,180,4,5
26,14,549,15,1,3,2,63,7,180,300,4,5
27,4,304,5,1,3,1,12,61,180,300,3,5
28,4,435,5,1,3,1,36,44,180,300,4,5
29,9,100,9,1,3,1,33,35,180,300,3,5
30,14,445,16,2,3,1,63,35,420,540,1,5
31,11,134,11,1,3,2,42,57,180,300,3,5
32,13,145,13,1,3,2,40,35,180,300,1,5
33,12,80,12,1,3,1,35,36,180,300,1,5
34,11,140,12,1,3,1,68,23,0,300,3,5
35,1,439,2,1,3,1,72,10,60,180,2,5
36,4,331,4,2,3,1,21,88,420,540,2,5
37,3,340,3,2,3,2,50,15,420,540,2,5
38,1,299,1,2,3,2,16,94,420,540,4,5
39,5,425,6,2,3,2,52,24,60,180,1,5
40,7,1,7,2,3,2,13,42,300,600,4,5
41,8,248,8,2,3,1,52,84,420,540,3,5
42,2,146,2,1,3,2,74,57,180,300,3,5
43,2,221,2,2,3,2,46,38,300,600,1,5
44,14,396,14,2,3,2,81,35,420,540,4,5
45,10,524,12,1,3,1,96,46,0,300,1,5
46,12,524,14,1,3,2,97,32,180,300,2,5
47,3,496,5,1,3,2,41,17,180,300,4,5
48,7,555,8,1,3,2,12,21,0,300,4,5
49,14,48,14,1,3,1,54,27,60,180,1,5
50,3,26,3,2,3,2,5,46,420,540,2,5
51,4,209,4,2,3,1,86,41,420,540,2,5
52,1,399,2,1,3,2,41,96,180,300,4,5
53,11,8,12,1,3,1,39,61,0,300,4,5
54,5,400,7,2,3,2,78,84,0,300,1,5
55,14,78,14,2,3,1,44,44,420,540,3,5
56,14,483,16,2,3,2,43,94,0,300,2,5
57,10,30,10,1,3,1,28,40,60,180,4,5
58,3,151,3,2,3,1,52,73,300,420,3,5
59,8,155,9,2,3,1,63,74,60,180,4,5
60,12,331,12,2,3,2,5,27,420,540,2,5
61,3,55,3,1,3,1,61,87,60,180,1,5
62,10,354,11,2,3,2,63,58,180,300,4,5
63,1,75,2,1,3,1,21,99,60,180,3,5
64,3,390,4,1,3,2,99,17,0,300,4,5
65,14,410,15,1,3,1,44,63,0,300,1,5
66,12,22,12,1,3,1,22,24,60,180,1,5
67,3,102,3,2,3,2,78,22,180,300,4,5
68,13,66,13,1,3,2,14,88,180,300,1,5
69,14,577,15,2,3,1,21,39,420,540,3,5
70,5,182,5,2,3,1,87,19,300,600,2,5
71,3,489,4,1,3,1,50,33,0,300,4,5
72,5,287,6,1,3,1,50,13,60,180,4,5
73,5,454,7,1,3,2,8,43,180,300,3,5
74,2,201,2,2,3,1,84,11,420,540,1,5
75,6,428,8,1,3,1,60,26,60,180,2,5
76,5,288,6,1,3,1,54,22,180,300,3,5
77,13,235,13,2,3,1,30,96,420,540,1,5
78,14,479,15,2,3,1,24,38,300,420,1,5
79,10,566,11,2,3,1,22,5,420,540,2,5
80,6,168,7,1,3,2,52,79,180,300,3,5
81,8,220,8,2,3,2,96,33,420,540,1,5
82,6,395,7,2,3,1,46,81,180,300,1,5
83,2,269,3,1,3,1,99,79,0,300,3,5
84,9,92,10,1,3,1,81,53,180,300,3,5
85,13,414,13,2,3,1,97,43,420,540,3,5
86,6,460,8,1,3,2,28,71,60,180,2,5
87,8,501,9,1,3,1,44,31,180,300,3,5
88,13,319,13,2,3,2,37,46,420,540,2,5
89,6,92,6,2,3,2,85,36,420,540,1,5
90,14,22,14,1,3,2,89,8,60,180,1,5
91,13,252,13,2,3,1,30,64,420,540,2,5
92,4,345,4,2,3,2,92,95,420,540,4,5
93,6,358,7,1,3,1,34,4,60,180,1,5
94,2,376,2,2,3,2,20,71,420,540,4,5
95,1,24,1,1,3,1,12,70,60,180,1,5
96,13,512,15,1,3,2,14,4,0,300,3,5
97,2,591,4,1,3,2,60,76,180,300,4,5
98,14,451,16,2,3,1,25,24,180,300,2,5
99,13,274,14,1,3,1,21,81,60,180,3,5
100,6,441,7,1,3,2,93,4,180,300,4,5
101,5,481,6,1,3,2,88,28,180,300,1,5
102,11,260,11,2,3,1,66,70,420,540,4,5
103,11,12,11,2,3,2,9,95,0,300,2,5
104,13,197,13,2,3,1,70,28,300,600,1,5
105,12,348,12,2,3,2,65,39,420,540,2,5
106,2,464,4,2,3,2,59,0,180,300,1,5
107,1,457,3,1,3,2,43,47,60,180,3,5
108,1,320,2,2,3,1,47,56,180,300,1,5
109,7,206,7,2,3,1,83,87,420,540,3,5
110,6,465,8,1,3,1,55,13,60,180,4,5
111,8,376,9,2,3,1,83,14,420,540,1,5
112,1,132,2,1,3,1,66,5,180,300,3,5
113,13,106,15,2,3,2,96,91,180,300,4,5
114,6,265,6,2,3,1,66,24,300,420,4,5
115,7,171,7,2,3,2,80,50,300,600,3,5
116,1,155,2,1,3,2,81,84,60,180,2,5
117,11,536,13,1,3,1,99,10,180,300,1,5
118,2,190,3,1,3,2,66,5,180,300,4,5
119,9,348,10,1,3,1,96,57,60,180,4,5
120,5,166,7,1,3,1,82,49,60,180,4,5
121,5,316,5,2,3,1,79,59,420,540,2,5
122,11,300,11,2,3,2,76,87,420,540,4,5
123,11,144,12,1,3,2,41,88,60,180,3,5
124,2,507,3,2,3,2,34,0,180,300,3,5
125,9,440,11,1,3,1,63,70,60,180,2,5
126,4,450,5,2,3,1,2,97,300,420,2,5
127,8,581,10,1,3,2,47,14,0,300,2,5
128,14,292,15,2,3,1,50,50,0,300,2,5
129,4,52,5,1,3,2,9,19,180,300,4,5
130,8,579,9,1,3,2,95,39,0,300,4,5
131,11,321,11,2,3,2,46,16,420,540,2,5
132,11,116,12,1,3,2,96,74,180,300,2,5
133,2,240,2,2,3,2,33,14,420,540,3,5
134,1,221,1,2,3,2,57,6,420,540,1,5
135,7,30,8,2,3,1,22,60,60,180,4,5
136,9,428,11,1,3,1,14,27,0,300,1,5
137,9,195,10,2,3,1,33,93,420,540,1,5
138,4,79,4,1,3,1,80,85,180,300,4,5
139,5,547,7,1,3,1,18,87,0,300,1,5
140,5,215,5,2,3,1,18,59,300,600,4,5
141,13,316,13,2,3,1,30,59,420,540,3,5
142,12,45,13,1,3,1,47,46,180,300,2,5
143,6,495,8,1,3,2,7,94,0,300,3,5
144,7,441,8,2,3,2,6,81,60,180,2,5
145,12,1,13,2,3,2,29,35,300,420,1,5
146,13,420,14,1,3,2,95,92,0,300,3,5
147,10,47,11,2,3,1,0,93,0,300,1,5
148,13,581,14,2,3,2,41,31,300,420,4,5
149,11,206,11,2,3,1,20,0,300,420,1,5
150,6,345,6,2,3,2,42,50,420,540,1,5
151,13,213,13,2,3,1,36,3,420,540,3,5
152,8,25,8,2,3,1,12,81,60,180,3,5
153,9,166,10,1,3,1,32,70,180,300,1,5
154,5,424,6,2,3,2,13,58,180,300,4,5
155,2,435,3,1,3,1,11,63,0,300,4,5
156,11,5,11,1,3,2,29,19,60,180,3,5
157,5,129,5,2,3,1,78,57,180,300,1,5
158,14,349,14,2,3,1,37,82,420,540,2,5
159,2,594,3,2,3,1,81,24,180,300,3,5
160,4,463,5,1,3,2,11,23,0,300,4,5
161,2,543,4,1,3,1,14,11,60,180,3,5
162,14,286,16,1,3,1,6,63,60,180,2,5
163,6,503,8,2,3,2,41,77,300,420,4,5
164,3,525,4,1,3,2,84,47,180,300,2,5
165,7,135,7,1,3,2,15,15,180,300,3,5
