Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,65,40,60,180,4,5
2,1,0,1,2,3,1,47,69,0,300,4,5
3,1,0,1,2,3,1,25,62,60,180,3,5
4,1,0,1,1,3,1,87,55,60,180,2,5
5,1,0,1,2,3,1,97,56,0,300,1,5
6,1,0,1,2,3,2,4,33,0,300,3,5
7,1,0,1,1,3,2,11,29,60,180,2,5
8,1,0,1,1,3,2,53,54,60,180,4,5
9,1,0,1,2,3,2,30,6,420,540,3,5
10,1,0,1,2,3,2,33,24,60,180,2,5
11,11,430,12,2,3,1,81,70,420,540,1,5
12,5,198,5,2,3,2,59,19,420,540,3,5
13,2,173,4,2,3,2,66,5,60,180,1,5
14,1,535,2,2,3,2,44,19,0,300,3,5
15,2,122,2,1,3,1,7,3,180,300,3,5
16,9,84,9,2,3,2,56,96,180,300,1,5
17,8,90,9,2,3,1,96,6,420,540,2,5
18,1,30,2,1,3,1,52,33,180,300,2,5
19,2,24,3,1,3,1,18,57,0,300,3,5
20,1,306,2,2,3,2,81,67,420,540,1,5
21,7,143,8,1,3,2,50,70,180,300,2,5
22,8,76,8,1,3,2,65,67,180,300,1,5
23,1,442,2,2,3,2,12,68,0,300,2,5
24,11,210,12,1,3,1,59,72,0,300,4,5
25,1,257,1,2,3,1,7,69,420,540,3,5
26,14,6,14,1,3,1,88,12,60,180,4,5
27,8,221,8,2,3,2,89,28,300,600,4,5
28,8,28,9,1,3,2,33,16,0,300,4,5
29,5,391,5,2,3,2,6,67,420,540,3,5
30,3,64,3,2,3,1,9,75,420,540,2,5
31,8,173,8,2,3,1,78,52,180,300,2,5
32,11,157,12,1,3,1,39,25,0,300,4,5
33,14,87,15,1,3,2,5,98,60,180,2,5
34,6,536,7,2,3,1,81,54,420,540,4,5
35,13,348,13,2,3,1,81,51,420,540,3,5
36,12,49,12,1,3,2,28,24,60,180,3,5
37,9,325,10,1,3,1,57,16,60,180,3,5
38,12,39,13,1,3,2,76,97,0,300,2,5
39,9,42,9,2,3,2,50,73,300,420,3,5
40,10,588,12,1,3,2,58,37,60,180,1,5
41,14,268,15,2,3,1,87,40,60,180,3,5
42,9,164,9,1,3,1,84,31,180,300,1,5
43,4,214,5,2,3,2,71,89,420,540,3,5
44,8,112,8,1,3,2,82,29,180,300,2,5
45,3,77,4,2,3,2,38,2,0,300,3,5
46,9,379,11,1,3,1,98,13,180,300,2,5
47,3,267,3,2,3,1,100,88,420,540,2,5
48,11,517,13,1,3,2,41,35,0,300,2,5
49,3,514,5,1,3,1,19,53,180,300,4,5
50,1,171,1,2,3,1,87,46,300,600,1,5
51,1,289,2,1,3,1,65,34,60,180,3,5
52,4,102,4,1,3,1,95,37,180,300,1,5
53,8,479,10,2,3,1,42,89,0,300,3,5
54,10,133,10,1,3,1,81,28,180,300,4,5
55,12,447,14,2,3,1,40,0,0,300,3,5
56,1,0,1,2,3,2,8,78,0,300,1,5
57,7,542,9,1,3,2,76,72,0,300,2,5
58,3,572,4,1,3,2,46,92,60,180,2,5
59,5,87,5,1,3,1,67,31,180,300,4,5
60,7,154,7,1,3,1,33,8,180,300,1,5
61,4,73,4,2,3,1,31,73,180,300,4,5
62,1,460,3,1,3,1,41,11,180,300,3,5
63,1,294,1,2,3,2,59,77,420,540,3,5
64,14,343,14,2,3,1,90,78,420,540,1,5
65,5,164,6,1,3,2,71,15,60,180,2,5
66,1,532,3,1,3,1,53,9,0,300,3,5
67,11,296,11,2,3,2,62,49,420,540,2,5
68,11,549,13,2,3,1,18,6,300,600,1,5
69,8,36,8,1,3,2,47,37,60,180,4,5
70,3,286,3,2,3,2,10,71,300,420,3,5
71,6,278,6,2,3,2,20,16,300,420,3,5
72,2,353,3,1,3,2,94,65,180,300,3,5
73,7,586,9,2,3,1,53,29,420,540,4,5
74,1,343,1,2,3,2,41,46,420,540,3,5
75,7,527,8,1,3,1,0,52,0,300,3,5
76,14,528,15,1,3,2,32,38,60,180,4,5
77,1,142,1,1,3,2,57,83,180,300,3,5
78,3,215,4,1,3,1,83,45,0,300,3,5
79,12,321,12,2,3,2,60,1,420,540,2,5
80,7,83,8,1,3,1,14,56,0,300,1,5
81,5,386,5,2,3,1,60,36,420,540,2,5
82,10,431,12,2,3,2,43,11,300,600,2,5
83,14,342,15,1,3,2,20,77,180,300,3,5
84,9,365,9,2,3,2,4,6,420,540,3,5
85,13,380,13,2,3,1,58,20,420,540,4,5
86,9,10,10,1,3,2,59,12,60,180,4,5
87,1,161,1,1,3,1,21,29,180,300,2,5
88,6,284,6,2,3,2,27,59,420,540,2,5
89,11,166,13,2,3,2,56,50,300,420,3,5
90,14,407,14,2,3,1,47,70,420,540,4,5
91,4,260,4,2,3,2,53,31,300,420,2,5
92,7,88,8,1,3,2,8,35,0,300,1,5
93,14,157,15,1,3,1,88,66,60,180,4,5
94,3,488,5,2,3,1,39,95,60,180,2,5
95,14,62,14,2,3,1,25,62,180,300,1,5
96,1,248,1,2,3,1,96,31,420,540,4,5
97,13,462,14,1,3,2,23,41,0,300,2,5
98,1,307,1,2,3,2,28,71,420,540,3,5
99,8,501,9,2,3,2,22,28,420,540,3,5
100,11,31,12,1,3,1,31,56,0,300,3,5
101,12,85,13,1,3,2,77,43,0,300,1,5
102,12,356,12,2,3,2,54,96,420,540,4,5
103,12,409,13,1,3,2,32,36,0,300,2,5
104,10,375,10,2,3,2,100,37,420,540,3,5
105,6,87,7,2,3,2,16,100,0,300,1,5
106,4,287,5,2,3,2,13,61,60,180,4,5
107,14,39,14,2,3,1,49,46,300,420,4,5
108,12,334,14,1,3,1,0,17,0,300,4,5
109,12,138,13,2,3,2,92,1,300,600,2,5
110,9,279,10,1,3,1,14,51,0,300,1,5
111,3,265,5,2,3,1,33,26,0,300,4,5
112,12,542,13,1,3,1,50,4,0,300,3,5
113,9,145,9,2,3,2,30,12,300,420,2,5
114,7,348,8,1,3,1,26,34,60,180,4,5
115,6,239,6,2,3,2,100,23,300,420,3,5
116,9,535,10,2,3,2,26,67,300,600,3,5
117,12,246,12,2,3,1,46,67,420,540,1,5
118,5,16,6,1,3,2,77,62,180,300,2,5
119,4,285,4,2,3,2,23,92,420,540,4,5
120,5,565,6,1,3,2,63,43,180,300,3,5
121,13,432,14,2,3,2,76,76,300,420,1,5
122,12,338,12,2,3,1,86,10,420,540,3,5
123,1,487,2,1,3,1,77,88,0,300,2,5
124,1,199,2,1,3,2,44,20,0,300,3,5
125,11,40,11,2,3,1,49,39,300,420,4,5
126,2,486,3,1,3,1,25,46,0,300,2,5
127,6,562,8,2,3,1,59,96,0,300,2,5
128,2,206,2,2,3,1,42,12,420,540,1,5
129,1,50,1,2,3,2,9,3,180,300,1,5
130,11,165,12,2,3,1,58,18,180,300,1,5
131,12,546,13,1,3,1,44,10,60,180,3,5
132,10,398,10,2,3,1,5,100,420,540,2,5
133,9,37,11,1,3,1,68,24,60,180,2,5
134,1,86,1,1,3,2,24,3,180,300,4,5
135,9,357,10,1,3,1,43,51,0,300,4,5
136,10,95,11,1,3,2,73,27,180,300,2,5
137,4,545,6,1,3,2,52,43,60,180,2,5
138,1,207,2,1,3,2,91,11,0,300,2,5
139,1,70,2,1,3,2,64,92,60,180,1,5
140,12,110,12,2,3,1,13,12,420,540,2,5
141,11,560,12,2,3,2,83,44,420,540,3,5
142,9,113,10,2,3,1,49,54,0,300,4,5
143,3,412,4,2,3,2,61,83,300,420,3,5
144,3,53,4,2,3,2,9,28,60,180,4,5
145,1,115,1,2,3,2,54,7,180,300,1,5
146,4,21,4,1,3,2,40,89,60,180,3,5
147,14,158,14,1,3,2,62,55,180,300,4,5
148,8,442,9,1,3,1,56,3,180,300,3,5
149,8,554,10,2,3,2,1,6,180,300,2,5
150,13,165,13,1,3,2,38,57,180,300,3,5
151,14,266,14,2,3,2,54,64,420,540,2,5
152,8,303,8,2,3,2,95,34,420,540,1,5
153,3,20,4,1,3,1,7,78,180,300,2,5
154,9,513,11,2,3,2,5,26,420,540,1,5
155,5,105,6,2,3,1,82,40,420,540,3,5
156,13,163,14,2,3,1,23,68,300,600,3,5
157,10,397,10,2,3,2,77,83,420,540,1,5
158,9,402,10,1,3,2,62,58,0,300,2,5
159,11,176,11,2,3,1,24,3,180,300,2,5
160,13,144,13,1,3,1,31,52,180,300,2,5
161,1,152,1,1,3,1,80,75,180,300,3,5
162,12,395,12,2,3,2,18,8,420,540,1,5
163,1,460,3,2,3,2,52,1,300,600,3,5
164,7,323,8,1,3,2,46,81,180,300,1,5
165,4,86,4,1,3,1,28,43,180,300,1,5
