Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,2,3,1,46,51,60,180,1,5
2,1,0,1,1,3,1,55,43,60,180,4,5
3,1,0,1,2,3,1,93,91,60,180,3,5
4,1,0,1,1,3,1,86,15,60,180,1,5
5,1,0,1,1,3,1,93,6,60,180,4,5
6,1,0,1,1,3,2,32,92,60,180,3,5
7,1,0,1,2,3,2,36,49,420,540,4,5
8,1,0,1,1,3,2,86,90,60,180,2,5
9,1,0,1,1,3,2,84,93,60,180,1,5
10,1,0,1,1,3,2,100,59,60,180,4,5
11,3,211,3,2,3,1,81,30,300,600,3,5
12,3,428,5,2,3,1,83,85,420,540,2,5
13,13,532,14,2,3,1,31,77,420,540,4,5
14,7,544,9,2,3,1,82,33,420,540,2,5
15,6,529,7,1,3,1,36,62,180,300,4,5
16,5,444,6,2,3,2,98,16,420,540,4,5
17,9,403,9,2,3,2,87,44,420,540,3,5
18,11,107,11,2,3,1,56,9,420,540,3,5
19,14,512,15,1,3,1,82,85,0,300,3,5
20,14,199,15,1,3,1,16,46,60,180,1,5
21,10,292,11,2,3,2,46,95,180,300,1,5
22,13,156,13,2,3,1,88,28,300,600,2,5
23,2,134,3,1,3,2,93,53,60,180,3,5
24,14,435,15,1,3,2,50,5,180,300,2,5
25,6,600,8,2,3,2,15,49,300,600,3,5
26,4,109,4,2,3,1,17,40,180,300,2,5
27,5,480,7,2,3,1,56,33,420,540,4,5
28,10,36,11,2,3,1,95,13,60,180,4,5
29,7,393,8,1,3,2,79,81,60,180,3,5
30,8,146,9,1,3,2,75,53,0,300,3,5
31,10,594,11,1,3,2,28,84,60,180,3,5
32,7,389,7,2,3,1,70,70,420,540,4,5
33,3,161,3,1,3,1,88,3,180,300,1,5
34,12,17,13,1,3,2,24,10,180,300,1,5
35,8,14,8,1,3,1,30,43,60,180,2,5
36,11,497,12,2,3,2,21,65,420,540,3,5
37,6,101,6,1,3,1,35,96,180,300,1,5
38,1,375,1,2,3,1,69,81,420,540,4,5
39,7,190,7,2,3,2,19,16,420,540,3,5
40,10,31,11,2,3,2,86,27,180,300,4,5
41,11,575,12,2,3,2,77,38,180,300,4,5
42,13,390,14,2,3,1,30,55,0,300,3,5
43,4,382,4,2,3,1,64,34,420,540,4,5
44,2,576,4,2,3,2,16,63,0,300,2,5
45,5,129,6,1,3,1,50,17,180,300,2,5
46,14,225,15,2,3,1,0,15,60,180,3,5
47,11,378,12,2,3,1,24,11,300,600,2,5
48,8,423,10,2,3,2,58,41,60,180,3,5
49,12,318,12,2,3,1,66,46,420,540,3,5
50,7,320,8,2,3,2,15,16,300,420,3,5
51,8,442,10,1,3,1,5,94,0,300,4,5
52,6,275,6,2,3,1,16,12,300,600,2,5
53,11,265,13,2,3,2,57,36,180,300,2,5
54,2,240,2,2,3,2,21,22,300,420,2,5
55,7,456,8,2,3,1,17,66,420,540,4,5
56,10,24,10,2,3,1,57,91,0,300,3,5
57,5,417,5,2,3,1,86,32,420,540,3,5
58,10,180,11,2,3,2,49,29,300,600,2,5
59,2,117,2,2,3,2,62,19,180,300,1,5
60,11,281,11,2,3,2,97,37,420,540,3,5
61,5,304,5,2,3,2,12,58,420,540,3,5
62,8,105,9,1,3,1,18,85,180,300,2,5
63,4,351,5,1,3,2,75,70,180,300,1,5
64,2,332,2,2,3,2,98,55,420,540,2,5
65,6,238,8,2,3,1,81,20,300,420,2,5
66,1,401,2,1,3,1,29,35,0,300,1,5
67,1,539,2,1,3,2,58,73,60,180,3,5
68,9,339,9,2,3,1,84,100,420,540,1,5
69,5,319,5,2,3,1,84,95,420,540,4,5
70,8,1,8,2,3,1,21,75,420,540,2,5
71,5,99,7,2,3,2,63,18,60,180,4,5
72,3,284,3,2,3,1,21,60,420,540,1,5
73,12,196,12,2,3,1,20,58,300,420,3,5
74,7,284,8,2,3,2,16,79,420,540,3,5
75,8,574,10,1,3,1,40,50,180,300,1,5
76,3,437,4,1,3,2,93,95,180,300,4,5
77,8,278,8,2,3,2,44,91,420,540,2,5
78,6,529,8,1,3,2,95,99,0,300,2,5
79,1,231,1,2,3,2,99,28,300,600,1,5
80,4,97,5,1,3,1,82,8,180,300,1,5
81,14,200,15,1,3,2,94,29,180,300,3,5
82,8,313,9,2,3,1,21,39,300,600,3,5
83,11,357,11,2,3,1,61,99,420,540,2,5
84,3,365,3,2,3,2,64,32,420,540,3,5
85,14,416,15,2,3,1,0,32,300,420,3,5
86,14,61,15,1,3,2,32,76,60,180,2,5
87,2,540,4,2,3,2,60,51,0,300,2,5
88,1,79,1,2,3,2,92,62,180,300,3,5
89,6,237,6,2,3,2,13,20,420,540,1,5
90,13,132,14,2,3,1,16,88,420,540,3,5
91,4,44,5,1,3,2,34,41,60,180,3,5
92,7,528,8,2,3,2,50,22,180,300,1,5
93,6,475,7,2,3,1,4,62,420,540,1,5
94,7,63,7,1,3,1,36,58,180,300,1,5
95,6,278,6,2,3,1,64,25,420,540,3,5
96,14,341,16,2,3,1,100,87,60,180,3,5
97,8,288,8,2,3,2,21,50,300,600,4,5
98,1,358,1,2,3,2,40,51,420,540,4,5
99,7,304,7,2,3,2,51,47,420,540,4,5
100,10,139,10,2,3,2,90,48,300,420,3,5
101,7,247,8,2,3,2,67,55,60,180,4,5
102,8,504,9,2,3,2,55,100,0,300,4,5
103,3,14,4,2,3,1,5,23,420,540,2,5
104,14,354,14,2,3,1,88,35,420,540,1,5
105,8,196,8,2,3,2,93,72,420,540,2,5
106,7,57,7,1,3,1,4,58,60,180,1,5
107,12,567,13,2,3,2,6,27,300,600,2,5
108,3,104,4,2,3,2,37,97,60,180,1,5
109,7,272,8,1,3,2,4,42,60,180,4,5
110,8,36,9,1,3,2,71,17,180,300,3,5
111,7,388,7,2,3,2,5,38,420,540,4,5
112,13,497,14,2,3,1,16,39,420,540,1,5
113,14,519,15,1,3,2,96,25,60,180,3,5
114,9,569,10,1,3,1,63,42,60,180,4,5
115,10,43,11,2,3,1,53,39,300,600,3,5
116,13,448,15,2,3,1,92,99,60,180,3,5
117,11,178,11,1,3,2,92,10,180,300,3,5
118,5,376,5,2,3,2,13,39,420,540,1,5
119,8,389,8,2,3,2,9,47,420,540,2,5
120,4,509,6,2,3,1,34,23,60,180,1,5
121,9,498,10,1,3,2,79,67,60,180,4,5
122,11,189,11,2,3,2,8,33,420,540,1,5
123,10,309,11,2,3,1,79,49,60,180,1,5
124,10,400,11,2,3,2,89,59,420,540,4,5
125,6,466,8,1,3,2,27,34,180,300,3,5
126,1,524,2,2,3,1,46,1,300,600,1,5
127,3,391,3,2,3,2,18,70,420,540,1,5
128,14,556,16,1,3,1,90,97,0,300,2,5
129,4,508,5,2,3,2,83,31,420,540,4,5
130,4,589,5,2,3,1,65,99,300,600,3,5
131,7,77,7,1,3,1,5,68,180,300,4,5
132,8,277,9,1,3,2,0,30,0,300,4,5
133,13,226,13,2,3,2,92,45,300,600,3,5
134,10,431,11,2,3,1,65,6,60,180,3,5
135,14,291,14,2,3,2,36,42,420,540,3,5
136,5,3,6,2,3,2,5,16,300,600,2,5
137,5,341,6,2,3,1,70,44,180,300,3,5
138,2,467,3,1,3,1,37,33,180,300,2,5
139,11,561,12,2,3,2,20,97,0,300,1,5
140,8,270,8,2,3,1,78,92,300,600,4,5
141,1,84,1,2,3,1,56,80,180,300,4,5
142,1,352,1,2,3,1,17,48,420,540,4,5
143,6,144,6,1,3,2,36,26,180,300,1,5
144,2,218,3,2,3,1,84,40,300,600,4,5
145,9,413,10,2,3,2,55,81,0,300,4,5
146,4,418,4,2,3,2,28,55,420,540,4,5
147,1,592,2,2,3,2,58,72,300,600,2,5
148,2,260,2,2,3,2,32,96,300,600,2,5
149,11,232,12,1,3,1,47,81,180,300,3,5
150,3,296,4,1,3,2,57,4,60,180,4,5
151,8,183,8,2,3,1,65,82,420,540,3,5
152,9,526,11,2,3,2,95,46,0,300,3,5
153,9,325,9,2,3,2,58,58,420,540,2,5
154,5,437,7,2,3,2,20,11,180,300,1,5
155,3,81,3,2,3,2,65,66,420,540,2,5
156,7,415,8,2,3,1,69,64,180,300,1,5
157,4,397,6,2,3,1,28,14,180,300,2,5
158,4,336,4,2,3,2,90,67,420,540,1,5
159,12,143,12,2,3,2,65,28,300,600,4,5
160,11,432,13,2,3,2,42,56,0,300,4,5
161,9,316,9,2,3,1,17,66,420,540,1,5
162,9,75,9,1,3,1,11,60,180,300,3,5
163,11,494,12,2,3,1,35,51,300,420,4,5
164,14,310,14,2,3,2,18,18,420,540,3,5
165,7,341,7,2,3,1,73,0,420,540,2,5
