Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,49,55,60,180,2,5
2,1,0,1,1,3,1,18,61,60,180,4,5
3,1,0,1,2,3,1,57,46,60,180,1,5
4,1,0,1,2,3,1,10,87,300,420,4,5
5,1,0,1,2,3,1,34,71,180,300,1,5
6,1,0,1,1,3,2,13,71,60,180,1,5
7,1,0,1,1,3,2,35,36,60,180,2,5
8,1,0,1,2,3,2,12,14,300,600,1,5
9,1,0,1,2,3,2,74,54,180,300,2,5
10,1,0,1,1,3,2,20,18,60,180,2,5
11,2,239,3,2,3,2,83,43,300,420,3,5
12,8,498,10,2,3,1,83,50,420,540,1,5
13,10,48,10,2,3,2,89,72,420,540,4,5
14,14,448,16,1,3,1,23,55,180,300,1,5
15,13,546,14,2,3,1,58,52,300,420,1,5
16,7,456,8,2,3,1,26,96,0,300,1,5
17,11,388,12,1,3,2,90,5,180,300,1,5
18,6,64,7,2,3,2,89,56,0,300,4,5
19,4,233,5,2,3,1,34,31,60,180,3,5
20,6,520,8,2,3,2,17,97,60,180,3,5
21,11,424,13,2,3,2,92,59,180,300,3,5
22,11,244,12,2,3,1,5,65,420,540,3,5
23,4,460,5,2,3,1,42,92,300,420,2,5
24,2,339,2,2,3,2,69,13,420,540,4,5
25,11,452,13,2,3,2,27,41,180,300,3,5
26,4,81,5,2,3,1,1,73,420,540,2,5
27,10,323,10,2,3,2,19,86,420,540,2,5
28,13,149,13,2,3,2,53,29,180,300,4,5
29,8,590,9,1,3,2,11,17,0,300,4,5
30,2,163,2,2,3,1,10,54,300,600,3,5
31,6,147,6,2,3,1,78,11,420,540,2,5
32,6,54,6,1,3,1,45,36,60,180,2,5
33,7,260,7,2,3,1,76,34,420,540,2,5
34,8,150,9,2,3,1,38,99,60,180,1,5
35,3,596,4,2,3,2,47,78,420,540,2,5
36,1,391,1,2,3,1,70,55,420,540,1,5
37,12,595,14,2,3,1,52,49,180,300,2,5
38,1,541,2,1,3,1,67,51,60,180,3,5
39,9,145,9,2,3,1,45,96,420,540,4,5
40,14,333,15,2,3,1,33,97,300,600,2,5
41,13,10,13,2,3,2,4,20,420,540,1,5
42,11,596,13,1,3,2,98,42,180,300,1,5
43,9,19,9,2,3,1,81,65,300,600,2,5
44,14,492,16,2,3,1,21,51,0,300,2,5
45,1,119,1,2,3,2,48,85,180,300,4,5
46,5,441,6,2,3,2,20,56,0,300,2,5
47,5,576,7,1,3,1,55,85,180,300,3,5
48,7,593,9,1,3,2,43,61,0,300,2,5
49,4,168,5,2,3,2,41,68,420,540,1,5
50,10,75,10,2,3,1,43,88,180,300,1,5
51,14,468,16,2,3,1,50,91,180,300,2,5
52,4,64,5,2,3,1,50,83,300,420,3,5
53,9,192,9,2,3,1,71,72,420,540,1,5
54,3,321,3,2,3,2,82,79,420,540,4,5
55,5,544,7,2,3,2,99,62,300,600,1,5
56,9,100,11,2,3,2,25,37,180,300,3,5
57,7,145,7,2,3,2,1,15,420,540,3,5
58,9,221,9,2,3,2,39,56,420,540,3,5
59,1,258,2,2,3,1,91,70,0,300,1,5
60,2,401,3,2,3,2,4,10,0,300,2,5
61,6,313,7,2,3,2,10,1,420,540,1,5
62,5,109,5,2,3,2,15,37,180,300,4,5
63,10,275,10,2,3,2,32,52,420,540,2,5
64,6,298,6,2,3,1,49,91,420,540,2,5
65,12,152,12,2,3,1,86,71,420,540,1,5
66,14,447,15,2,3,2,89,12,60,180,1,5
67,9,285,9,2,3,2,36,52,300,420,4,5
68,3,581,5,1,3,1,54,96,0,300,2,5
69,2,247,2,2,3,2,76,34,420,540,1,5
70,14,488,16,1,3,1,46,73,60,180,3,5
71,7,508,8,1,3,1,67,28,0,300,3,5
72,5,286,5,2,3,1,97,2,420,540,1,5
73,11,53,11,1,3,1,57,36,60,180,2,5
74,12,397,13,2,3,2,42,82,180,300,4,5
75,3,28,3,2,3,1,76,28,60,180,2,5
76,1,501,2,2,3,1,26,27,300,600,4,5
77,14,373,16,1,3,2,6,9,180,300,2,5
78,2,381,3,2,3,1,53,5,60,180,3,5
79,8,74,8,2,3,1,20,54,300,420,1,5
80,4,345,4,2,3,1,40,35,420,540,2,5
81,10,2,10,2,3,1,54,91,0,300,4,5
82,5,46,5,1,3,1,4,54,60,180,3,5
83,5,98,6,1,3,1,67,100,60,180,3,5
84,2,312,3,2,3,1,94,25,0,300,1,5
85,6,308,6,2,3,2,99,43,420,540,3,5
86,9,546,10,2,3,2,83,83,420,540,1,5
87,4,135,4,2,3,2,84,18,180,300,1,5
88,2,262,3,1,3,1,7,43,0,300,1,5
89,13,579,14,2,3,1,41,69,300,420,2,5
90,4,246,5,1,3,1,75,17,60,180,3,5
91,9,454,10,1,3,1,27,74,180,300,2,5
92,1,45,1,1,3,1,60,34,60,180,2,5
93,7,395,7,2,3,2,17,94,420,540,1,5
94,3,210,4,2,3,2,67,32,180,300,4,5
95,13,542,15,2,3,2,4,66,0,300,2,5
96,8,248,9,1,3,2,18,28,60,180,3,5
97,13,85,13,2,3,2,49,67,180,300,3,5
98,14,478,15,1,3,1,68,89,180,300,4,5
99,11,17,12,2,3,1,33,98,60,180,3,5
100,12,281,12,2,3,2,52,69,300,600,2,5
101,5,502,7,2,3,1,15,37,60,180,2,5
102,9,468,11,2,3,1,25,88,300,420,4,5
103,5,61,5,2,3,2,43,48,420,540,1,5
104,2,174,2,2,3,1,97,49,180,300,1,5
105,10,139,11,2,3,2,88,66,180,300,4,5
106,12,60,12,2,3,2,0,82,420,540,3,5
107,8,546,10,2,3,1,33,40,420,540,1,5
108,9,573,10,2,3,2,57,90,0,300,4,5
109,7,293,8,1,3,2,57,87,60,180,2,5
110,6,211,7,1,3,1,66,43,180,300,1,5
111,7,443,9,1,3,2,18,8,180,300,1,5
112,9,97,10,2,3,2,86,68,0,300,3,5
113,7,567,8,1,3,2,19,40,60,180,3,5
114,7,215,7,2,3,1,66,33,300,600,1,5
115,14,415,14,2,3,1,28,13,420,540,3,5
116,7,103,7,2,3,2,94,99,180,300,2,5
117,9,272,10,2,3,1,35,33,420,540,3,5
118,11,213,12,2,3,2,8,85,60,180,1,5
119,9,441,11,1,3,1,5,5,0,300,3,5
120,4,543,5,1,3,1,91,39,180,300,1,5
121,1,406,1,2,3,2,38,4,420,540,3,5
122,6,49,7,1,3,2,89,71,60,180,3,5
123,7,348,7,2,3,2,94,61,420,540,2,5
124,1,184,2,1,3,2,44,91,0,300,4,5
125,3,415,3,2,3,1,29,39,420,540,3,5
126,14,335,14,2,3,2,4,46,420,540,1,5
127,11,329,13,2,3,1,70,50,0,300,1,5
128,8,190,8,2,3,1,51,1,420,540,2,5
129,7,160,7,2,3,1,98,45,300,600,4,5
130,11,440,12,1,3,1,77,8,0,300,2,5
131,11,269,11,2,3,1,25,8,420,540,3,5
132,14,130,14,2,3,2,49,49,180,300,2,5
133,4,297,4,2,3,1,100,8,420,540,3,5
134,5,221,6,1,3,1,12,37,60,180,4,5
135,10,188,10,2,3,2,36,79,300,600,2,5
136,4,132,5,2,3,1,61,54,0,300,3,5
137,7,358,7,2,3,1,10,85,420,540,1,5
138,6,73,7,2,3,2,36,84,420,540,3,5
139,9,304,9,2,3,2,51,14,420,540,2,5
140,14,269,14,2,3,2,27,5,420,540,1,5
141,14,9,15,2,3,2,23,44,300,420,4,5
142,6,433,8,2,3,1,12,18,300,600,3,5
143,2,369,2,2,3,2,99,99,420,540,3,5
144,13,491,15,2,3,1,31,63,420,540,1,5
145,2,459,3,2,3,1,66,76,300,600,2,5
146,3,4,3,2,3,1,56,72,180,300,4,5
147,2,445,3,2,3,2,56,9,60,180,1,5
148,9,551,11,1,3,2,89,46,60,180,3,5
149,9,260,9,2,3,1,60,46,300,600,1,5
150,5,366,5,2,3,2,35,7,420,540,2,5
151,5,527,6,2,3,1,21,94,300,420,4,5
152,10,176,10,2,3,1,40,59,300,420,4,5
153,10,432,11,1,3,1,75,95,60,180,4,5
154,1,400,1,2,3,2,65,24,420,540,3,5
155,2,378,3,2,3,2,35,71,0,300,1,5
156,12,176,12,2,3,2,98,45,420,540,2,5
157,12,422,13,2,3,1,9,43,0,300,2,5
158,3,70,3,2,3,2,0,47,180,300,4,5
159,5,273,5,2,3,2,31,14,420,540,3,5
160,12,174,12,2,3,1,2,75,180,300,1,5
161,13,350,14,1,3,1,90,95,180,300,1,5
162,9,59,9,1,3,2,37,4,60,180,4,5
163,8,479,9,2,3,1,57,71,300,420,3,5
164,13,482,14,1,3,1,48,69,0,300,2,5
165,10,581,11,1,3,2,1,67,60,180,1,5
