Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,2,3,1,31,89,180,300,4,5
2,1,0,1,2,3,1,72,7,0,300,4,5
3,1,0,1,1,3,1,60,35,60,180,1,5
4,1,0,1,2,3,1,39,45,180,300,4,5
5,1,0,1,2,3,1,19,19,180,300,3,5
6,1,0,1,2,3,2,24,41,0,300,1,5
7,1,0,1,2,3,2,76,68,180,300,2,5
8,1,0,1,1,3,2,26,77,60,180,4,5
9,1,0,1,1,3,2,37,9,60,180,3,5
10,1,0,1,1,3,2,77,61,60,180,1,5
11,11,150,11,2,3,2,78,76,300,600,1,5
12,10,134,10,1,3,2,36,51,180,300,2,5
13,3,352,5,2,3,1,64,31,300,420,2,5
14,1,245,2,1,3,2,41,37,60,180,4,5
15,6,29,7,1,3,1,19,20,60,180,2,5
16,12,556,14,1,3,2,26,11,180,300,1,5
17,5,249,5,2,3,1,43,46,420,540,3,5
18,1,262,1,2,3,2,47,26,420,540,4,5
19,10,448,12,1,3,2,57,85,180,300,3,5
20,8,437,10,2,3,1,55,44,60,180,2,5
21,3,440,4,1,3,2,68,42,0,300,1,5
22,1,275,2,2,3,1,69,73,0,300,4,5
23,1,539,2,1,3,2,97,23,180,300,2,5
24,12,528,13,1,3,1,75,95,60,180,4,5
25,10,9,10,1,3,1,34,37,60,180,2,5
26,14,573,15,2,3,2,66,65,300,600,2,5
27,8,128,8,2,3,1,80,42,300,600,3,5
28,11,359,11,2,3,2,37,32,420,540,3,5
29,6,486,7,2,3,2,68,27,420,540,4,5
30,6,170,7,1,3,2,36,70,0,300,3,5
31,8,71,9,2,3,2,93,25,0,300,1,5
32,2,138,3,2,3,2,62,24,60,180,1,5
33,1,286,1,2,3,1,59,5,420,540,4,5
34,13,256,13,2,3,2,81,39,420,540,2,5
35,8,91,9,2,3,2,84,69,420,540,1,5
36,12,211,12,2,3,1,95,94,300,420,3,5
37,7,324,8,1,3,2,64,2,180,300,4,5
38,13,24,13,2,3,2,16,33,420,540,2,5
39,6,422,7,2,3,1,27,6,180,300,3,5
40,8,318,9,2,3,2,49,58,0,300,4,5
41,7,244,9,2,3,2,62,1,300,600,2,5
42,4,199,4,2,3,1,43,31,420,540,2,5
43,6,103,7,2,3,2,74,9,60,180,3,5
44,12,431,14,2,3,2,7,43,180,300,1,5
45,10,361,10,2,3,1,10,14,420,540,4,5
46,1,105,1,2,3,1,73,65,300,600,3,5
47,1,389,1,2,3,1,55,15,420,540,1,5
48,9,186,10,2,3,1,62,22,60,180,4,5
49,3,519,4,1,3,2,90,27,60,180,2,5
50,9,445,11,2,3,1,27,79,180,300,4,5
51,11,130,12,1,3,1,46,39,0,300,4,5
52,10,385,11,1,3,2,82,1,180,300,1,5
53,14,257,14,2,3,1,40,6,300,600,4,5
54,10,193,10,2,3,1,45,56,420,540,1,5
55,14,415,14,2,3,2,31,76,420,540,4,5
56,12,360,13,2,3,1,28,67,420,540,3,5
57,1,498,2,1,3,2,91,64,0,300,4,5
58,10,449,12,2,3,1,95,88,300,600,3,5
59,8,389,8,2,3,2,8,63,420,540,2,5
60,14,352,14,2,3,1,5,23,420,540,2,5
61,10,406,10,2,3,1,58,4,420,540,4,5
62,9,256,9,2,3,1,14,27,300,600,4,5
63,2,124,2,2,3,2,26,30,300,600,2,5
64,10,447,12,2,3,2,37,90,60,180,2,5
65,9,152,10,1,3,1,14,84,60,180,1,5
66,5,361,5,2,3,1,76,57,420,540,1,5
67,11,249,12,2,3,1,76,75,300,600,4,5
68,3,457,5,2,3,1,73,79,60,180,3,5
69,3,64,4,2,3,1,63,50,420,540,3,5
70,2,192,2,2,3,1,31,88,300,600,4,5
71,7,453,9,1,3,1,9,84,60,180,2,5
72,10,225,10,2,3,2,35,68,300,420,3,5
73,10,256,10,2,3,1,14,82,420,540,2,5
74,12,552,14,1,3,1,93,33,60,180,4,5
75,7,369,7,2,3,2,89,80,420,540,3,5
76,1,36,1,2,3,1,83,61,0,300,4,5
77,8,589,9,2,3,2,93,26,420,540,1,5
78,13,325,14,2,3,1,84,9,300,600,2,5
79,5,82,6,2,3,2,69,33,420,540,3,5
80,2,232,2,2,3,1,34,88,300,420,1,5
81,4,245,5,1,3,1,97,7,0,300,1,5
82,11,337,11,2,3,1,55,3,420,540,1,5
83,12,135,13,1,3,1,37,28,60,180,1,5
84,4,515,5,1,3,2,39,21,0,300,1,5
85,13,139,14,2,3,2,39,20,60,180,2,5
86,6,23,7,2,3,1,47,82,60,180,2,5
87,14,93,15,2,3,1,54,49,300,600,4,5
88,7,369,8,1,3,2,59,43,180,300,3,5
89,6,285,7,2,3,2,24,58,60,180,3,5
90,9,103,9,2,3,1,64,19,300,600,4,5
91,13,279,13,2,3,1,9,18,300,420,2,5
92,14,458,16,1,3,1,85,78,60,180,2,5
93,11,387,12,2,3,1,57,75,60,180,1,5
94,12,348,12,2,3,1,40,6,420,540,2,5
95,5,15,5,1,3,1,67,50,60,180,3,5
96,5,82,6,2,3,2,84,16,300,420,1,5
97,9,79,10,2,3,2,46,45,60,180,1,5
98,4,6,4,2,3,1,10,94,0,300,1,5
99,12,48,12,2,3,1,79,56,60,180,1,5
100,3,477,5,2,3,2,86,83,60,180,2,5
101,5,413,5,2,3,2,2,61,420,540,1,5
102,9,67,9,2,3,2,17,1,300,420,1,5
103,6,451,8,1,3,2,30,79,60,180,2,5
104,7,454,8,2,3,2,52,19,420,540,4,5
105,8,461,9,1,3,1,100,22,0,300,4,5
106,10,538,11,2,3,2,69,37,300,420,4,5
107,10,379,11,1,3,1,13,57,180,300,1,5
108,7,299,8,2,3,2,79,19,60,180,3,5
109,5,215,5,2,3,1,11,97,420,540,3,5
110,6,296,6,2,3,1,90,98,420,540,3,5
111,10,301,10,2,3,1,39,91,420,540,2,5
112,3,177,3,1,3,2,89,43,180,300,3,5
113,1,1,2,2,3,1,80,50,60,180,2,5
114,7,107,7,2,3,1,81,39,420,540,2,5
115,11,72,12,1,3,1,15,13,60,180,2,5
116,6,214,6,2,3,1,0,94,300,600,4,5
117,5,43,6,2,3,2,66,46,0,300,2,5
118,1,440,3,1,3,1,61,4,60,180,4,5
119,10,218,10,2,3,1,60,97,420,540,3,5
120,5,254,6,2,3,1,29,16,0,300,1,5
121,4,49,4,2,3,2,30,50,60,180,1,5
122,5,326,5,2,3,2,44,42,420,540,4,5
123,6,377,6,2,3,1,20,41,420,540,2,5
124,6,427,8,1,3,2,3,97,0,300,3,5
125,11,506,13,1,3,1,17,97,180,300,2,5
126,10,131,10,2,3,2,72,5,300,600,4,5
127,12,262,12,2,3,1,47,11,300,420,3,5
128,7,13,9,1,3,1,34,29,0,300,2,5
129,3,65,4,2,3,1,67,34,420,540,2,5
130,13,491,15,2,3,1,98,1,180,300,3,5
131,9,469,11,1,3,1,40,49,180,300,2,5
132,12,22,13,1,3,2,87,10,0,300,1,5
133,8,349,8,2,3,1,13,59,420,540,2,5
134,1,25,2,1,3,2,3,60,0,300,2,5
135,13,32,13,2,3,2,31,49,60,180,1,5
136,9,497,11,2,3,2,23,26,60,180,2,5
137,7,109,7,2,3,1,35,40,180,300,4,5
138,3,58,4,2,3,2,98,81,60,180,4,5
139,11,517,12,2,3,2,7,14,300,600,1,5
140,13,400,13,2,3,2,72,16,420,540,3,5
141,14,38,14,2,3,2,56,67,60,180,2,5
142,11,319,11,2,3,1,53,48,420,540,2,5
143,14,579,15,2,3,2,6,1,180,300,3,5
144,9,447,10,2,3,2,15,71,420,540,2,5
145,12,13,12,2,3,1,92,4,180,300,2,5
146,12,313,12,2,3,2,8,24,420,540,4,5
147,2,15,2,2,3,1,69,56,300,420,1,5
148,11,397,11,2,3,1,32,50,420,540,3,5
149,14,322,14,2,3,2,40,36,420,540,1,5
150,2,280,3,2,3,2,82,71,0,300,1,5
151,2,275,2,2,3,2,11,44,300,420,2,5
152,2,437,4,2,3,1,52,7,60,180,4,5
153,3,60,5,2,3,2,27,34,0,300,2,5
154,10,72,11,2,3,2,78,45,60,180,4,5
155,13,199,13,2,3,2,9,35,420,540,1,5
156,14,295,14,2,3,1,18,37,420,540,3,5
157,9,50,9,1,3,2,41,65,60,180,1,5
158,6,412,6,2,3,1,38,98,420,540,1,5
159,8,97,8,2,3,1,31,9,300,420,1,5
160,10,413,10,2,3,2,28,86,420,540,3,5
161,7,332,7,2,3,2,54,97,420,540,3,5
162,13,512,14,1,3,1,97,97,60,180,1,5
163,5,346,5,2,3,1,70,79,420,540,4,5
164,14,590,16,2,3,1,63,18,420,540,3,5
165,10,136,11,1,3,1,7,81,60,180,3,5
