Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,1,32,83,60,180,4,5
2,1,0,1,1,3,1,97,21,60,180,3,5
3,1,0,1,1,3,1,59,95,60,180,4,5
4,1,0,1,1,3,1,32,72,60,180,1,5
5,1,0,1,1,3,1,50,13,60,180,3,5
6,1,0,1,1,3,2,23,2,60,180,2,5
7,1,0,1,1,3,2,71,1,60,180,2,5
8,1,0,1,1,3,2,62,98,60,180,1,5
9,1,0,1,1,3,2,94,24,60,180,4,5
10,1,0,1,1,3,2,40,83,60,180,1,5
11,10,6,10,1,3,1,33,26,60,180,1,5
12,4,589,6,1,3,2,30,4,0,300,4,5
13,12,432,14,1,3,2,26,83,60,180,4,5
14,9,275,9,2,3,1,29,48,300,420,2,5
15,13,480,14,1,3,2,68,15,0,300,1,5
16,3,47,4,1,3,2,95,21,60,180,3,5
17,9,242,9,2,3,2,9,77,420,540,1,5
18,9,278,9,2,3,2,19,22,420,540,2,5
19,14,354,15,1,3,1,91,24,180,300,4,5
20,9,385,11,1,3,2,13,100,180,300,4,5
21,4,525,6,1,3,2,26,82,0,300,2,5
22,12,259,12,2,3,1,55,74,300,420,4,5
23,14,490,15,1,3,2,66,55,180,300,4,5
24,2,420,2,2,3,2,81,24,420,540,2,5
25,10,90,11,1,3,2,82,57,180,300,4,5
26,2,540,4,1,3,2,82,11,0,300,1,5
27,2,582,4,1,3,1,43,59,180,300,3,5
28,5,500,7,1,3,1,29,40,60,180,4,5
29,14,31,15,1,3,2,27,38,60,180,1,5
30,6,54,8,1,3,2,37,37,0,300,4,5
31,8,343,8,2,3,1,72,15,420,540,4,5
32,9,341,9,2,3,1,45,100,420,540,2,5
33,7,155,7,1,3,1,94,29,180,300,2,5
34,11,286,12,1,3,1,11,14,60,180,4,5
35,10,250,10,2,3,2,90,99,420,540,4,5
36,5,574,6,1,3,2,21,32,60,180,3,5
37,4,223,4,2,3,2,12,23,300,600,2,5
38,1,239,1,2,3,2,55,29,300,600,3,5
39,13,348,13,2,3,1,76,66,420,540,2,5
40,14,443,15,1,3,1,20,89,180,300,2,5
41,12,86,13,1,3,2,84,53,180,300,2,5
42,8,70,8,1,3,1,13,23,180,300,2,5
43,4,337,4,2,3,2,93,33,420,540,3,5
44,8,23,8,1,3,2,100,57,60,180,1,5
45,7,118,8,1,3,1,9,44,0,300,2,5
46,3,460,4,1,3,2,35,41,180,300,3,5
47,13,264,14,1,3,2,15,84,60,180,4,5
48,11,538,12,1,3,2,51,48,180,300,1,5
49,5,538,7,1,3,2,15,41,180,300,3,5
50,12,170,12,1,3,2,68,20,180,300,2,5
51,13,264,13,2,3,1,93,81,420,540,1,5
52,1,329,1,2,3,2,35,80,420,540,4,5
53,5,276,5,2,3,2,18,79,420,540,1,5
54,3,551,4,1,3,2,89,74,180,300,3,5
55,13,361,13,2,3,1,40,59,420,540,1,5
56,12,217,12,2,3,2,30,73,300,420,4,5
57,2,187,3,1,3,1,4,63,180,300,1,5
58,8,359,8,2,3,1,67,81,420,540,4,5
59,11,492,12,1,3,2,1,62,0,300,1,5
60,9,163,10,1,3,1,93,26,60,180,4,5
61,4,137,5,1,3,1,86,14,180,300,2,5
62,2,190,3,1,3,1,41,90,60,180,1,5
63,1,66,1,1,3,1,36,9,180,300,3,5
64,14,76,15,1,3,2,93,21,60,180,3,5
65,14,396,14,2,3,1,70,71,420,540,3,5
66,11,191,11,2,3,1,81,72,300,600,3,5
67,4,205,4,2,3,2,30,97,300,420,3,5
68,12,359,12,2,3,1,99,0,420,540,4,5
69,6,243,7,1,3,1,71,62,0,300,4,5
70,11,551,13,1,3,2,100,13,60,180,1,5
71,12,103,12,1,3,2,62,32,180,300,3,5
72,6,200,6,2,3,1,14,10,420,540,1,5
73,14,167,14,1,3,2,75,63,180,300,2,5
74,1,382,2,1,3,2,55,56,180,300,1,5
75,4,470,6,1,3,1,42,4,0,300,3,5
76,3,375,3,2,3,1,60,81,420,540,2,5
77,6,427,8,1,3,2,9,22,60,180,1,5
78,8,327,8,2,3,2,35,8,420,540,3,5
79,2,534,4,1,3,2,85,3,0,300,2,5
80,7,549,9,1,3,2,84,74,0,300,4,5
81,12,220,13,1,3,2,40,9,180,300,4,5
82,14,383,15,1,3,1,52,48,60,180,4,5
83,11,516,13,1,3,1,46,43,0,300,3,5
84,10,386,10,2,3,2,53,20,420,540,3,5
85,13,286,14,1,3,2,68,22,0,300,2,5
86,1,236,1,2,3,1,64,6,420,540,1,5
87,13,425,14,1,3,1,78,15,180,300,2,5
88,14,381,15,1,3,1,52,63,180,300,1,5
89,7,217,8,1,3,1,34,88,0,300,1,5
90,7,209,7,2,3,2,21,96,420,540,1,5
91,2,299,3,1,3,1,22,30,0,300,3,5
92,1,296,2,1,3,1,69,40,180,300,2,5
93,8,258,8,2,3,2,38,2,300,600,2,5
94,10,92,10,1,3,2,30,79,180,300,2,5
95,1,588,3,1,3,2,45,53,180,300,3,5
96,5,493,7,1,3,1,12,95,60,180,2,5
97,1,168,1,1,3,1,72,0,180,300,4,5
98,10,8,10,1,3,2,79,20,60,180,1,5
99,7,401,7,2,3,2,4,29,420,540,1,5
100,10,462,11,1,3,2,15,47,180,300,1,5
101,9,122,10,1,3,2,20,90,0,300,4,5
102,7,384,8,1,3,2,14,67,0,300,3,5
103,13,335,14,1,3,2,8,11,180,300,1,5
104,3,380,4,1,3,2,32,6,60,180,2,5
105,4,384,4,2,3,2,42,23,420,540,1,5
106,11,154,11,1,3,1,89,72,180,300,4,5
107,4,81,5,1,3,2,18,20,180,300,4,5
108,10,552,12,1,3,2,67,95,60,180,3,5
109,1,136,1,1,3,1,43,77,180,300,2,5
110,5,278,5,2,3,1,17,84,300,600,2,5
111,12,296,12,2,3,1,0,100,420,540,1,5
112,13,101,14,1,3,1,41,88,60,180,4,5
113,3,395,3,2,3,1,7,95,420,540,1,5
114,10,513,12,1,3,2,69,60,0,300,4,5
115,5,472,6,1,3,2,28,79,60,180,3,5
116,8,189,8,2,3,1,16,1,300,600,4,5
117,7,323,7,2,3,2,94,3,420,540,4,5
118,8,17,8,1,3,1,35,54,60,180,4,5
119,4,197,4,2,3,2,75,4,300,600,2,5
120,5,270,5,2,3,2,49,40,300,420,4,5
121,14,445,16,1,3,1,90,58,60,180,4,5
122,10,360,11,1,3,1,56,22,180,300,4,5
123,1,215,1,2,3,1,23,75,300,600,3,5
124,6,321,6,2,3,2,63,9,420,540,4,5
125,3,285,3,2,3,1,65,91,300,600,1,5
126,13,192,13,2,3,1,19,63,300,420,1,5
127,13,433,14,1,3,2,52,19,180,300,1,5
128,5,325,5,2,3,1,4,74,420,540,3,5
129,3,150,3,1,3,1,90,17,180,300,1,5
130,9,371,9,2,3,1,64,83,420,540,1,5
131,5,272,5,2,3,2,35,10,420,540,4,5
132,6,130,6,1,3,2,93,7,180,300,3,5
133,4,415,4,2,3,2,21,40,420,540,3,5
134,1,431,2,1,3,1,80,72,60,180,3,5
135,2,280,3,1,3,2,20,56,60,180,2,5
136,1,253,2,1,3,2,24,96,180,300,4,5
137,6,293,7,1,3,2,44,54,180,300,3,5
138,12,8,12,1,3,1,66,60,60,180,3,5
139,9,372,9,2,3,2,13,43,420,540,1,5
140,14,108,15,1,3,2,15,25,180,300,4,5
141,8,297,8,2,3,2,71,10,420,540,2,5
142,12,407,12,2,3,1,73,50,420,540,2,5
143,2,82,2,1,3,1,88,26,180,300,4,5
144,7,232,7,2,3,2,55,56,300,420,2,5
145,10,599,12,1,3,1,76,32,0,300,1,5
146,2,316,2,2,3,1,5,9,420,540,4,5
147,7,69,7,1,3,2,57,42,180,300,2,5
148,6,516,8,1,3,2,99,85,0,300,4,5
149,8,356,8,2,3,2,42,79,420,540,1,5
150,13,259,15,1,3,1,85,37,0,300,4,5
151,7,234,8,1,3,1,86,88,180,300,3,5
152,11,192,11,2,3,1,50,46,420,540,1,5
153,4,244,4,2,3,2,6,100,420,540,3,5
154,8,272,9,1,3,2,77,62,60,180,3,5
155,4,386,4,2,3,1,54,68,420,540,3,5
156,12,592,13,1,3,1,95,65,60,180,2,5
157,3,512,4,1,3,1,15,42,0,300,1,5
158,12,241,12,2,3,1,78,57,420,540,1,5
159,6,294,6,2,3,1,35,9,300,600,2,5
160,8,511,10,1,3,1,44,6,60,180,4,5
161,13,450,15,1,3,2,93,26,60,180,4,5
162,4,391,4,2,3,1,21,99,420,540,2,5
163,1,247,1,2,3,2,29,35,420,540,4,5
164,14,457,16,1,3,1,0,70,0,300,4,5
165,7,362,7,2,3,2,22,63,420,540,3,5
