Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,2,3,2,49,67,180,300,1,5
2,1,0,1,2,3,2,64,3,60,180,2,5
3,1,0,1,2,3,2,24,87,180,300,4,5
4,1,0,1,1,3,2,54,3,60,180,1,5
5,1,0,1,2,3,2,47,53,420,540,2,5
6,1,0,1,2,3,1,14,21,300,420,1,5
7,1,0,1,1,3,1,13,21,60,180,4,5
8,1,0,1,1,3,2,18,83,60,180,4,5
9,1,0,1,1,3,1,29,71,60,180,2,5
10,1,0,1,2,3,1,28,100,300,600,4,5
11,1,0,1,1,3,2,10,7,60,180,1,5
12,1,0,1,2,3,1,70,78,300,600,2,5
13,1,0,1,1,3,2,25,48,60,180,3,5
14,1,0,1,2,3,2,33,75,420,540,1,5
15,1,0,1,2,3,2,84,5,420,540,3,5
16,1,0,1,2,3,2,4,97,300,600,1,5
17,1,0,1,2,3,2,3,62,180,300,2,5
18,1,0,1,2,3,2,94,25,180,300,3,5
19,1,0,1,2,3,2,55,98,180,300,1,5
20,1,0,1,2,3,2,49,79,0,300,2,5
21,1,0,1,2,3,2,68,53,420,540,2,5
22,1,0,1,2,3,2,53,85,0,300,3,5
23,1,0,1,1,3,1,83,22,60,180,3,5
24,1,0,1,1,3,2,84,19,60,180,4,5
25,1,0,1,1,3,2,8,48,60,180,1,5
26,1,0,1,1,3,2,21,51,60,180,4,5
27,1,0,1,1,3,1,6,19,60,180,1,5
28,1,0,1,2,3,2,35,49,60,180,2,5
29,1,0,1,1,3,2,87,27,60,180,1,5
30,1,0,1,1,3,1,47,8,60,180,1,5
31,1,0,1,1,3,1,35,52,60,180,4,5
32,1,0,1,2,3,2,99,61,60,180,2,5
33,1,0,1,2,3,1,54,43,60,180,2,5
34,1,0,1,2,3,2,87,10,180,300,4,5
35,1,0,1,1,3,1,98,54,60,180,1,5
36,1,0,1,1,3,2,3,73,60,180,4,5
37,1,0,1,2,3,2,89,94,60,180,2,5
38,1,0,1,2,3,1,48,42,180,300,2,5
39,1,0,1,2,3,1,78,4,180,300,4,5
40,1,0,1,2,3,2,38,81,0,300,1,5
41,1,0,1,2,3,1,86,63,420,540,1,5
42,1,0,1,1,3,1,88,22,60,180,4,5
43,1,0,1,1,3,2,12,56,60,180,1,5
44,1,0,1,2,3,1,67,35,0,300,1,5
45,1,0,1,2,3,2,53,51,420,540,1,5
46,1,0,1,1,3,1,49,88,60,180,3,5
47,1,0,1,1,3,2,56,14,60,180,1,5
48,1,0,1,1,3,1,13,39,60,180,2,5
49,1,0,1,2,3,1,86,72,60,180,4,5
50,1,0,1,1,3,2,60,26,60,180,3,5
51,1,0,1,2,3,1,77,48,0,300,2,5
52,1,0,1,2,3,1,17,42,0,300,3,5
53,1,0,1,1,3,1,66,93,60,180,1,5
54,1,0,1,1,3,2,35,42,60,180,1,5
55,1,0,1,1,3,1,89,87,60,180,1,5
56,1,0,1,1,3,2,22,52,60,180,2,5
57,1,0,1,1,3,2,95,88,60,180,3,5
58,1,0,1,2,3,2,25,36,300,420,2,5
59,1,0,1,2,3,1,34,90,0,300,1,5
60,1,0,1,2,3,1,58,64,0,300,2,5
61,1,0,1,2,3,1,49,52,180,300,4,5
62,1,0,1,1,3,1,85,29,60,180,3,5
63,1,0,1,2,3,1,55,19,180,300,4,5
64,1,0,1,1,3,2,58,36,60,180,2,5
65,1,0,1,2,3,1,61,68,420,540,1,5
66,1,0,1,2,3,2,31,9,0,300,2,5
67,1,0,1,2,3,1,29,19,180,300,2,5
68,1,0,1,2,3,2,84,16,300,420,4,5
69,1,0,1,1,3,1,38,22,60,180,3,5
70,1,0,1,1,3,1,100,86,60,180,2,5
71,1,0,1,2,3,2,70,72,420,540,2,5
72,1,0,1,2,3,1,76,96,420,540,2,5
73,1,0,1,2,3,2,86,44,300,420,1,5
74,1,0,1,1,3,1,79,59,60,180,4,5
75,1,0,1,1,3,1,67,42,60,180,4,5
76,1,0,1,2,3,1,82,66,180,300,2,5
77,1,0,1,2,3,1,22,82,180,300,1,5
78,1,0,1,2,3,1,43,10,300,420,1,5
79,1,0,1,1,3,2,68,89,60,180,1,5
80,1,0,1,2,3,1,28,61,60,180,2,5
81,1,0,1,1,3,1,9,23,60,180,4,5
82,1,0,1,2,3,2,11,13,180,300,4,5
83,1,0,1,1,3,2,66,37,60,180,2,5
84,1,0,1,1,3,2,20,32,60,180,2,5
85,1,0,1,2,3,2,49,54,420,540,1,5
86,1,0,1,2,3,1,71,41,60,180,2,5
87,1,0,1,2,3,1,4,21,420,540,3,5
88,1,0,1,2,3,1,69,42,0,300,1,5
89,1,0,1,2,3,1,63,64,420,540,4,5
90,1,0,1,2,3,1,40,93,0,300,2,5
91,1,0,1,1,3,2,24,38,60,180,1,5
92,1,0,1,2,3,2,86,14,300,600,3,5
93,1,0,1,2,3,1,85,45,60,180,3,5
94,1,0,1,2,3,1,49,44,60,180,4,5
95,1,0,1,2,3,2,66,61,420,540,2,5
96,1,0,1,1,3,1,92,95,60,180,2,5
97,1,0,1,1,3,2,56,94,60,180,2,5
98,1,0,1,1,3,2,39,76,60,180,4,5
99,1,0,1,1,3,1,42,33,60,180,1,5
100,1,0,1,2,3,2,34,32,300,420,3,5
101,1,0,1,2,3,2,43,94,60,180,4,5
102,1,0,1,2,3,2,38,3,60,180,2,5
103,1,0,1,2,3,1,29,8,0,300,2,5
104,1,0,1,2,3,2,0,80,180,300,1,5
105,1,0,1,1,3,1,46,1,60,180,3,5
106,1,0,1,1,3,2,82,64,60,180,4,5
107,1,0,1,2,3,2,1,40,300,600,2,5
108,1,0,1,2,3,2,76,33,420,540,1,5
109,1,0,1,2,3,2,87,86,60,180,4,5
110,1,0,1,2,3,1,26,8,0,300,1,5
111,1,0,1,2,3,2,2,41,60,180,1,5
112,1,0,1,2,3,2,47,0,0,300,1,5
113,1,0,1,2,3,1,27,6,420,540,4,5
114,1,0,1,2,3,2,8,22,300,420,4,5
115,1,0,1,2,3,1,2,96,60,180,3,5
116,1,0,1,2,3,2,28,34,300,600,4,5
117,1,0,1,2,3,1,60,59,300,420,4,5
118,1,0,1,2,3,2,55,28,0,300,3,5
119,1,0,1,1,3,1,38,42,60,180,4,5
120,1,562,2,2,3,2,66,50,0,300,2,5
121,1,355,2,2,3,2,72,94,60,180,1,5
122,1,71,2,2,3,2,64,76,0,300,4,5
123,1,54,2,1,3,2,74,12,60,180,1,5
124,1,375,2,2,3,1,45,47,180,300,2,5
125,1,433,2,1,3,2,88,26,60,180,2,5
126,1,531,2,2,3,2,88,73,300,420,3,5
127,1,84,2,2,3,2,6,55,300,600,1,5
128,1,255,2,1,3,2,55,90,60,180,4,5
129,1,139,2,2,3,2,53,40,0,300,4,5
130,1,189,2,1,3,2,75,69,0,300,1,5
131,1,268,2,2,3,2,39,85,0,300,1,5
132,1,392,2,1,3,1,62,51,180,300,4,5
133,1,565,2,2,3,1,64,0,60,180,4,5
134,1,434,2,2,3,2,45,53,0,300,2,5
135,1,66,2,2,3,1,85,71,0,300,4,5
136,1,574,2,1,3,2,95,70,60,180,3,5
137,1,390,2,2,3,1,89,95,60,180,4,5
138,1,549,2,1,3,1,53,30,180,300,4,5
139,1,442,2,2,3,2,22,34,60,180,3,5
140,1,590,2,1,3,2,90,41,0,300,4,5
141,1,300,2,2,3,2,60,71,300,420,2,5
142,1,458,2,1,3,2,87,44,180,300,3,5
143,1,516,2,1,3,2,7,72,60,180,1,5
144,1,289,2,2,3,1,7,88,300,420,1,5
145,1,316,2,1,3,1,1,65,0,300,3,5
146,1,95,2,2,3,2,37,20,300,420,2,5
147,1,74,2,2,3,1,64,40,300,420,3,5
148,1,17,2,2,3,1,90,1,0,300,3,5
149,1,181,2,2,3,2,75,17,180,300,3,5
150,1,213,2,2,3,1,99,90,420,540,2,5
151,1,478,2,2,3,1,98,7,180,300,2,5
152,8,475,10,2,3,1,60,95,300,420,3,5
153,14,583,15,2,3,1,8,56,180,300,4,5
154,5,563,7,2,3,1,71,39,300,600,1,5
155,3,43,3,1,3,1,22,85,60,180,4,5
156,6,259,7,1,3,2,35,7,180,300,3,5
157,11,57,11,2,3,2,73,25,300,600,1,5
158,13,333,14,1,3,1,6,54,180,300,4,5
159,11,12,11,1,3,2,82,12,60,180,3,5
160,6,505,7,1,3,2,36,66,60,180,2,5
161,4,524,5,2,3,2,42,95,420,540,3,5
162,8,32,9,2,3,1,70,91,0,300,4,5
163,1,272,2,1,3,1,40,7,60,180,3,5
164,12,426,13,2,3,1,100,68,60,180,2,5
165,12,577,14,2,3,1,51,74,300,420,2,5
