Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
1,1,0,1,1,3,2,47,93,60,180,1,5
2,1,0,1,2,3,1,59,32,60,180,1,5
3,1,0,1,2,3,2,53,59,420,540,3,5
4,1,0,1,2,3,1,49,47,0,300,2,5
5,1,0,1,2,3,1,24,78,300,600,2,5
6,1,0,1,1,3,2,32,8,60,180,2,5
7,1,0,1,2,3,2,99,18,0,300,1,5
8,1,0,1,1,3,2,41,0,60,180,4,5
9,1,0,1,2,3,1,4,72,60,180,3,5
10,1,0,1,2,3,1,61,55,300,420,2,5
11,1,0,1,1,3,1,71,85,60,180,2,5
12,1,0,1,2,3,2,49,57,180,300,1,5
13,1,0,1,2,3,1,48,2,0,300,1,5
14,1,0,1,2,3,1,78,87,0,300,3,5
15,1,0,1,2,3,2,45,75,300,600,3,5
16,1,0,1,2,3,1,5,63,0,300,4,5
17,1,0,1,1,3,1,82,68,60,180,2,5
18,1,0,1,2,3,2,94,62,0,300,2,5
19,1,0,1,2,3,1,97,92,180,300,3,5
20,1,0,1,2,3,1,71,92,420,540,3,5
21,1,0,1,2,3,1,35,57,0,300,3,5
22,1,0,1,2,3,1,95,2,300,420,1,5
23,1,0,1,2,3,1,73,100,420,540,2,5
24,1,0,1,2,3,2,28,2,0,300,2,5
25,1,0,1,1,3,2,97,84,60,180,4,5
26,1,0,1,1,3,1,29,63,60,180,1,5
27,1,0,1,2,3,2,10,19,420,540,1,5
28,1,0,1,2,3,2,46,47,0,300,3,5
29,1,0,1,2,3,2,69,7,180,300,1,5
30,1,0,1,2,3,1,94,94,60,180,3,5
31,1,0,1,1,3,1,71,18,60,180,2,5
32,1,0,1,2,3,1,43,19,0,300,3,5
33,1,0,1,2,3,2,46,37,60,180,4,5
34,1,0,1,2,3,1,82,57,180,300,3,5
35,1,0,1,2,3,2,46,80,0,300,2,5
36,1,0,1,2,3,2,6,17,300,600,3,5
37,1,0,1,1,3,2,22,43,60,180,1,5
38,1,0,1,1,3,1,53,60,60,180,3,5
39,1,0,1,1,3,1,70,90,60,180,1,5
40,1,0,1,1,3,1,71,42,60,180,1,5
41,1,0,1,2,3,2,4,71,180,300,3,5
42,1,0,1,1,3,2,31,88,60,180,1,5
43,1,0,1,2,3,2,54,100,420,540,2,5
44,1,0,1,1,3,2,40,32,60,180,2,5
45,1,0,1,2,3,2,2,97,300,420,3,5
46,1,0,1,1,3,2,69,86,60,180,1,5
47,1,0,1,2,3,1,79,46,420,540,4,5
48,1,0,1,2,3,2,21,43,60,180,2,5
49,1,0,1,2,3,1,71,89,60,180,4,5
50,1,0,1,2,3,1,23,2,420,540,2,5
51,1,0,1,2,3,1,61,77,0,300,2,5
52,1,0,1,2,3,1,84,62,0,300,4,5
53,1,0,1,2,3,2,20,87,420,540,3,5
54,1,0,1,1,3,2,57,47,60,180,3,5
55,1,0,1,1,3,2,24,84,60,180,4,5
56,1,0,1,1,3,2,23,61,60,180,1,5
57,1,0,1,2,3,1,24,52,420,540,2,5
58,1,0,1,2,3,1,41,26,0,300,1,5
59,1,0,1,2,3,2,49,35,180,300,4,5
60,1,0,1,2,3,2,59,32,60,180,4,5
61,1,0,1,1,3,2,10,48,60,180,1,5
62,1,0,1,2,3,1,95,99,420,540,4,5
63,1,0,1,2,3,1,71,53,420,540,1,5
64,1,0,1,1,3,2,28,88,60,180,1,5
65,1,0,1,1,3,1,96,81,60,180,1,5
66,1,0,1,2,3,2,66,6,60,180,1,5
67,1,0,1,2,3,2,58,56,0,300,4,5
68,1,0,1,1,3,2,11,45,60,180,2,5
69,1,0,1,2,3,2,87,55,300,420,1,5
70,1,0,1,2,3,1,51,40,180,300,4,5
71,1,0,1,1,3,1,15,41,60,180,4,5
72,1,0,1,1,3,2,57,27,60,180,4,5
73,1,0,1,2,3,2,1,83,300,420,4,5
74,1,0,1,1,3,2,27,32,60,180,2,5
75,1,0,1,2,3,1,17,72,420,540,3,5
76,1,0,1,2,3,1,98,28,60,180,2,5
77,1,0,1,1,3,1,30,86,60,180,4,5
78,1,0,1,1,3,2,86,0,60,180,3,5
79,1,0,1,2,3,1,63,68,300,420,2,5
80,1,0,1,2,3,1,17,81,420,540,1,5
81,1,0,1,1,3,1,93,25,60,180,4,5
82,1,0,1,2,3,2,85,82,60,180,2,5
83,1,0,1,1,3,1,80,1,60,180,3,5
84,1,0,1,2,3,2,74,87,180,300,2,5
85,1,0,1,2,3,1,38,34,180,300,2,5
86,1,0,1,1,3,2,78,69,60,180,4,5
87,1,0,1,2,3,2,17,35,420,540,3,5
88,1,0,1,2,3,2,43,24,420,540,4,5
89,1,0,1,2,3,2,8,66,180,300,2,5
90,1,0,1,2,3,2,4,50,420,540,1,5
91,1,0,1,1,3,1,4,98,60,180,2,5
92,1,0,1,2,3,2,67,17,420,540,3,5
93,1,0,1,2,3,1,63,83,300,420,1,5
94,1,0,1,1,3,1,10,70,60,180,2,5
95,1,0,1,2,3,1,70,18,180,300,3,5
96,1,0,1,1,3,1,15,66,60,180,2,5
97,1,0,1,2,3,1,4,37,0,300,3,5
98,1,0,1,2,3,1,93,7,60,180,2,5
99,1,0,1,2,3,1,88,10,420,540,1,5
100,1,0,1,2,3,2,80,93,60,180,1,5
101,1,0,1,2,3,2,76,96,420,540,3,5
102,1,0,1,1,3,2,16,15,60,180,1,5
103,1,0,1,2,3,1,44,55,180,300,2,5
104,1,0,1,2,3,2,38,68,60,180,1,5
105,1,0,1,1,3,1,92,52,60,180,4,5
106,1,0,1,2,3,1,36,39,180,300,2,5
107,1,0,1,2,3,1,58,82,0,300,4,5
108,1,0,1,2,3,1,2,100,180,300,2,5
109,1,0,1,1,3,1,57,24,60,180,4,5
110,1,0,1,2,3,2,84,21,300,420,3,5
111,1,0,1,2,3,2,42,25,300,600,4,5
112,1,0,1,2,3,2,8,76,60,180,4,5
113,1,0,1,1,3,2,24,57,60,180,2,5
114,1,0,1,2,3,2,95,78,300,600,1,5
115,1,0,1,1,3,2,37,9,60,180,4,5
116,1,0,1,2,3,1,23,46,0,300,4,5
117,1,0,1,1,3,1,31,7,60,180,1,5
118,1,0,1,1,3,1,27,100,60,180,1,5
119,1,0,1,2,3,2,18,12,300,420,4,5
120,1,259,2,1,3,2,43,92,180,300,1,5
121,1,77,2,2,3,1,96,77,0,300,4,5
122,1,218,2,2,3,2,5,14,60,180,4,5
123,1,210,2,2,3,1,36,22,0,300,4,5
124,1,192,2,2,3,2,24,65,60,180,2,5
125,1,577,2,1,3,1,36,7,60,180,3,5
126,1,9,2,2,3,1,33,88,300,420,2,5
127,1,497,2,2,3,1,15,95,300,420,2,5
128,1,553,2,2,3,1,22,96,420,540,4,5
129,1,51,2,1,3,1,100,44,180,300,4,5
130,1,161,2,1,3,1,20,48,60,180,4,5
131,1,236,2,2,3,2,47,73,60,180,4,5
132,1,242,2,1,3,1,66,55,0,300,3,5
133,1,91,2,2,3,2,86,24,300,420,1,5
134,1,524,2,2,3,1,42,99,0,300,4,5
135,1,8,2,1,3,2,38,9,60,180,4,5
136,1,443,2,2,3,2,19,93,60,180,1,5
137,1,410,2,2,3,2,15,93,0,300,3,5
138,1,386,2,2,3,1,67,6,180,300,4,5
139,1,376,2,2,3,1,80,70,420,540,4,5
140,1,488,2,1,3,2,29,19,180,300,1,5
141,1,211,2,2,3,2,99,63,300,420,4,5
142,1,101,2,2,3,1,83,74,0,300,1,5
143,1,456,2,1,3,1,66,52,180,300,4,5
144,1,565,2,1,3,2,30,91,60,180,3,5
145,1,546,2,2,3,2,61,93,300,600,2,5
146,1,6,2,2,3,2,14,41,420,540,3,5
147,1,527,2,1,3,1,65,37,0,300,4,5
148,1,239,2,1,3,2,60,16,60,180,2,5
149,1,159,2,2,3,1,25,62,180,300,4,5
150,1,50,2,2,3,2,44,13,180,300,4,5
151,13,235,14,2,3,1,82,85,420,540,2,5
152,4,255,4,2,3,1,21,72,420,540,3,5
153,11,104,12,2,3,2,85,5,0,300,2,5
154,5,427,7,2,3,2,49,36,180,300,2,5
155,3,239,4,2,3,2,93,39,0,300,2,5
156,10,513,12,2,3,1,11,31,0,300,4,5
157,9,594,10,2,3,1,39,18,0,300,1,5
158,8,145,8,1,3,1,75,74,180,300,1,5
159,12,209,13,2,3,1,61,60,0,300,1,5
160,3,556,5,2,3,1,85,15,420,540,2,5
161,7,322,8,1,3,2,40,66,180,300,4,5
162,4,563,5,2,3,2,39,98,60,180,3,5
163,11,514,13,2,3,1,97,71,180,300,4,5
164,12,212,13,2,3,1,84,51,0,300,2,5
165,8,10,8,2,3,1,62,25,60,180,3,5
