Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time
,,,,,0,1,50,38,,,,0
,,,,,1,1,50,38,,,,15
,,,,,1,1,17,73,,,,15
,,,,,1,1,21,20,,,,15
,,,,,1,1,23,61,,,,15
,,,,,1,1,30,42,,,,15
,,,,,0,2,53,59,,,,0
,,,,,1,2,53,59,,,,15
,,,,,1,2,38,69,,,,15
,,,,,1,2,22,34,,,,15
,,,,,1,2,72,80,,,,15
,,,,,1,2,59,21,,,,15
,,,,,1,2,86,44,,,,15
,,,,,1,2,30,77,,,,15
,,,,,0,3,45,74,,,,0
,,,,,1,3,45,74,,,,15
,,,,,1,3,24,88,,,,15
,,,,,1,3,47,84,,,,15
,,,,,1,3,83,83,,,,15
,,,,,1,3,54,53,,,,15
,,,,,1,3,77,58,,,,15
,,,,,1,3,72,83,,,,15
,,,,,1,3,33,55,,,,15
,,,,,1,3,58,40,,,,15
,,,,,0,4,25,38,,,,0
,,,,,1,4,25,38,,,,15
,,,,,1,4,17,53,,,,15
,,,,,1,4,14,76,,,,15
,,,,,1,4,48,54,,,,15
,,,,,1,4,49,79,,,,15
,,,,,1,4,78,66,,,,15
,,,,,1,4,28,64,,,,15
,,,,,0,5,42,51,,,,0
,,,,,1,5,42,51,,,,15
,,,,,1,5,28,36,,,,15
,,,,,1,5,81,54,,,,15
,,,,,1,5,31,49,,,,15
,,,,,1,5,10,67,,,,15
,,,,,1,5,57,24,,,,15
,,,,,1,5,62,68,,,,15
1,1,0,1,2,3,4,44,51,300,420,1,5
2,1,0,1,2,3,4,18,39,300,420,1,5
3,1,0,1,2,3,4,45,40,300,420,1,5
4,1,0,1,2,3,4,32,75,300,420,1,5
5,1,0,1,2,3,4,56,34,300,420,1,5
6,1,0,1,2,3,4,18,41,300,420,1,5
7,1,0,1,2,3,4,71,61,300,420,1,5
8,1,0,1,2,3,4,35,50,300,420,1,5
9,1,242,1,2,3,4,28,36,300,420,1,5
10,1,149,1,2,3,4,27,72,300,420,1,5
11,1,218,1,2,3,4,18,34,300,420,1,5
12,1,0,1,1,3,4,48,60,60,180,5,5
13,1,0,1,1,3,4,43,42,60,180,5,5
14,1,163,1,2,3,4,79,64,420,540,5,5
15,1,489,1,2,3,1,31,11,540,660,5,5
16,1,489,1,2,3,1,24,25,540,660,5,5
17,1,489,1,2,3,1,9,28,540,660,5,5
18,1,489,1,2,3,1,78,15,540,660,5,5
19,1,489,1,2,3,1,39,58,540,660,5,5
20,1,489,1,2,3,1,25,79,540,660,5,5
21,1,271,1,2,3,5,29,65,300,420,1,5
22,1,271,1,2,3,2,12,91,300,420,5,5
23,1,271,1,2,3,1,25,19,300,420,5,5
24,1,271,1,2,3,1,49,56,300,420,5,5
25,1,271,1,2,3,5,40,26,300,420,1,5
26,1,271,1,2,3,3,87,81,660,780,1,5
27,1,271,1,2,3,2,16,76,300,420,1,5
28,1,271,1,2,3,1,14,64,300,420,1,5
29,1,271,1,2,3,1,1,31,300,420,3,5
30,1,271,1,2,3,2,23,42,300,420,1,5
31,1,271,1,2,3,1,16,85,300,420,1,5
32,1,271,1,2,3,1,35,59,300,420,1,5
33,1,271,1,2,3,1,59,8,300,420,1,5
34,1,271,1,2,3,1,23,19,300,420,1,5
35,1,271,1,2,3,5,40,45,300,420,1,5
36,1,505,1,2,3,1,24,37,540,660,1,5
37,1,505,1,2,3,1,32,63,540,660,1,5
38,1,505,1,2,3,5,37,42,540,660,4,5
39,1,145,1,1,3,4,29,36,300,420,6,5
