Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
,,,,,0,1,50,100,,,,0
,,,,,1,1,27,36,,,,15
,,,,,1,1,60,24,,,,15
,,,,,0,2,50,100,,,,0
,,,,,1,2,53,67,,,,15
,,,,,1,2,22,33,,,,15
,,,,,0,3,50,100,,,,0
,,,,,1,3,39,54,,,,15
,,,,,1,3,60,56,,,,15
,,,,,0,4,50,100,,,,0
,,,,,1,4,26,45,,,,15
,,,,,1,4,50,68,,,,15
1,1,0,1,1,3,3,65,81,60,180,2,5
2,1,0,1,1,3,2,76,65,60,180,2,5
3,1,0,1,2,3,4,69,16,60,180,1,5
4,1,0,1,1,3,3,11,56,60,180,4,5
5,1,0,1,2,3,1,6,19,60,180,4,5
6,1,0,1,2,3,1,99,65,0,300,1,5
7,1,0,1,2,3,2,93,59,60,180,3,5
8,1,0,1,2,3,3,86,3,300,600,1,5
9,1,0,1,1,3,1,40,66,60,180,3,5
10,1,0,1,2,3,4,78,88,420,540,2,5
11,1,0,1,2,3,1,11,73,60,180,4,5
12,1,0,1,2,3,2,17,4,0,300,3,5
13,1,0,1,1,3,1,12,45,60,180,2,5
14,1,0,1,2,3,4,37,34,180,300,4,5
15,1,0,1,1,3,2,89,12,60,180,2,5
16,1,0,1,1,3,1,100,68,60,180,1,5
17,1,0,1,1,3,4,91,4,60,180,4,5
18,1,0,1,2,3,3,92,84,0,300,2,5
19,1,0,1,1,3,3,30,23,60,180,4,5
20,1,0,1,1,3,1,76,0,60,180,3,5
21,1,0,1,2,3,4,51,2,180,300,1,5
22,1,0,1,1,3,2,3,92,60,180,1,5
23,1,0,1,2,3,2,11,3,300,420,4,5
24,1,0,1,2,3,3,37,87,180,300,2,5
25,1,0,1,2,3,2,10,35,420,540,4,5
26,1,0,1,2,3,1,14,82,300,420,3,5
27,1,0,1,1,3,3,50,10,60,180,3,5
28,1,0,1,2,3,3,61,44,60,180,4,5
29,1,0,1,1,3,4,89,25,60,180,2,5
30,1,0,1,2,3,2,36,83,420,540,1,5
31,1,0,1,2,3,1,75,60,60,180,4,5
32,1,0,1,2,3,3,9,100,180,300,3,5
33,1,0,1,1,3,4,3,85,60,180,3,5
34,1,0,1,1,3,4,56,28,60,180,3,5
35,1,0,1,2,3,2,34,9,0,300,1,5
36,1,0,1,2,3,2,77,93,180,300,3,5
37,1,0,1,1,3,1,66,89,60,180,3,5
38,1,0,1,2,3,4,14,20,0,300,3,5
39,1,0,1,1,3,4,30,77,60,180,3,5
40,1,0,1,2,3,3,42,57,180,300,4,5
41,1,0,1,2,3,4,8,59,60,180,3,5
42,1,0,1,2,3,3,58,73,180,300,4,5
43,1,0,1,2,3,2,15,33,300,420,2,5
44,1,0,1,2,3,2,38,43,60,180,2,5
45,1,0,1,2,3,3,13,34,180,300,4,5
46,1,0,1,2,3,1,87,9,300,420,3,5
47,1,0,1,2,3,1,22,32,420,540,2,5
48,1,0,1,2,3,3,12,43,420,540,4,5
49,1,0,1,1,3,4,64,69,60,180,4,5
50,1,0,1,2,3,1,26,11,300,420,1,5
51,1,0,1,2,3,2,63,21,420,540,3,5
52,1,0,1,2,3,3,32,95,420,540,1,5
53,1,0,1,2,3,3,77,52,180,300,1,5
54,1,0,1,2,3,2,97,88,420,540,3,5
55,1,0,1,1,3,2,72,25,60,180,4,5
56,1,0,1,2,3,1,3,83,60,180,2,5
57,1,0,1,2,3,1,56,69,60,180,3,5
58,1,0,1,2,3,4,1,71,300,420,1,5
59,1,0,1,2,3,2,85,20,180,300,4,5
60,1,0,1,2,3,4,91,31,60,180,2,5
61,1,0,1,1,3,4,3,14,60,180,2,5
62,1,0,1,1,3,4,87,95,60,180,2,5
63,1,0,1,2,3,3,27,46,420,540,3,5
64,1,0,1,1,3,4,92,17,60,180,2,5
65,1,0,1,2,3,2,94,82,60,180,2,5
66,1,0,1,2,3,4,40,30,300,420,2,5
67,1,0,1,1,3,2,52,74,60,180,1,5
68,1,0,1,2,3,3,76,91,0,300,1,5
69,1,0,1,2,3,2,33,47,420,540,1,5
70,1,0,1,2,3,1,49,5,300,420,3,5
71,1,0,1,2,3,3,3,54,420,540,2,5
72,1,0,1,1,3,2,25,31,60,180,4,5
73,1,0,1,1,3,1,13,11,60,180,3,5
74,1,0,1,2,3,4,44,21,0,300,4,5
75,1,0,1,2,3,4,34,84,300,600,4,5
76,1,0,1,2,3,2,82,28,60,180,1,5
77,1,0,1,2,3,4,88,31,60,180,1,5
78,1,0,1,2,3,2,71,8,0,300,3,5
79,1,0,1,1,3,2,14,94,60,180,1,5
80,1,0,1,2,3,3,0,69,180,300,1,5
81,1,0,1,2,3,1,97,87,60,180,1,5
82,1,0,1,2,3,2,53,34,420,540,4,5
83,1,0,1,1,3,3,29,74,60,180,2,5
84,1,0,1,2,3,2,49,81,60,180,1,5
85,1,0,1,2,3,1,70,13,420,540,3,5
86,1,0,1,2,3,1,16,19,180,300,4,5
87,1,0,1,2,3,2,45,83,0,300,1,5
88,1,0,1,2,3,4,84,52,300,420,2,5
89,1,0,1,2,3,4,21,0,60,180,1,5
90,1,0,1,1,3,4,35,81,60,180,3,5
91,1,0,1,2,3,4,100,60,180,300,1,5
92,1,0,1,2,3,1,78,47,180,300,2,5
93,1,0,1,1,3,3,56,42,60,180,3,5
94,1,0,1,1,3,2,36,27,60,180,2,5
95,1,0,1,2,3,2,55,56,420,540,1,5
96,1,0,1,2,3,2,0,70,180,300,3,5
97,1,0,1,1,3,1,37,26,60,180,1,5
98,1,0,1,2,3,1,7,60,0,300,1,5
99,1,0,1,1,3,1,36,65,60,180,2,5
100,1,0,1,2,3,1,77,90,420,540,2,5
101,1,0,1,2,3,4,14,49,300,420,2,5
102,1,0,1,1,3,4,20,39,60,180,4,5
103,1,0,1,1,3,3,89,74,60,180,4,5
104,1,0,1,2,3,1,14,19,300,600,2,5
105,1,0,1,2,3,1,60,41,60,180,1,5
106,1,0,1,2,3,1,9,100,0,300,2,5
107,1,0,1,2,3,1,41,18,0,300,2,5
108,1,0,1,2,3,3,92,21,420,540,3,5
109,1,0,1,2,3,3,47,21,60,180,4,5
110,1,0,1,2,3,3,14,39,420,540,1,5
111,1,0,1,2,3,2,7,64,300,420,2,5
112,1,0,1,1,3,2,25,88,60,180,1,5
113,1,0,1,1,3,1,56,86,60,180,1,5
114,1,0,1,2,3,4,85,71,0,300,3,5
115,1,0,1,2,3,1,98,4,420,540,1,5
116,1,0,1,2,3,3,18,66,180,300,1,5
117,1,0,1,2,3,2,81,59,0,300,1,5
118,1,0,1,2,3,2,36,70,60,180,2,5
119,1,0,1,2,3,1,35,14,60,180,2,5
120,1,0,1,2,3,1,19,56,180,300,4,5
121,1,0,1,1,3,4,21,23,60,180,3,5
122,1,0,1,1,3,4,36,33,60,180,2,5
123,1,0,1,1,3,2,81,7,60,180,2,5
124,1,0,1,2,3,2,21,6,180,300,2,5
125,1,0,1,2,3,3,88,28,420,540,4,5
126,1,0,1,2,3,4,8,3,420,540,1,5
127,1,0,1,2,3,2,31,83,420,540,2,5
128,1,0,1,1,3,3,80,72,60,180,4,5
129,1,0,1,2,3,1,20,84,420,540,4,5
130,1,0,1,2,3,1,47,86,420,540,1,5
131,1,0,1,2,3,1,32,51,420,540,3,5
132,1,0,1,2,3,2,70,4,300,600,2,5
133,1,0,1,2,3,1,15,36,420,540,2,5
134,1,0,1,2,3,3,18,43,420,540,1,5
135,1,0,1,1,3,1,62,60,60,180,4,5
136,1,0,1,2,3,4,41,84,180,300,3,5
137,1,0,1,2,3,4,60,90,420,540,3,5
138,1,0,1,2,3,3,14,45,300,600,3,5
139,1,0,1,1,3,4,43,94,60,180,4,5
140,1,0,1,1,3,4,72,69,60,180,1,5
141,1,0,1,2,3,3,15,92,0,300,1,5
142,1,0,1,2,3,2,46,50,0,300,2,5
143,1,0,1,1,3,4,43,16,60,180,1,5
144,1,0,1,1,3,1,8,25,60,180,3,5
145,1,0,1,2,3,1,38,27,0,300,2,5
146,1,0,1,1,3,4,100,44,60,180,3,5
147,1,0,1,1,3,1,37,59,60,180,1,5
148,1,0,1,2,3,3,75,31,0,300,1,5
149,1,0,1,2,3,4,8,15,300,600,2,5
150,1,0,1,2,3,1,81,46,60,180,3,5
151,1,0,1,2,3,4,41,1,0,300,2,5
152,1,0,1,1,3,1,100,24,60,180,4,5
153,1,0,1,2,3,1,92,56,180,300,2,5
154,1,0,1,1,3,2,42,72,60,180,1,5
155,1,0,1,2,3,3,82,51,420,540,2,5
156,1,0,1,2,3,1,4,79,0,300,4,5
157,1,0,1,1,3,3,80,67,60,180,3,5
158,1,0,1,2,3,4,77,37,420,540,2,5
159,1,0,1,1,3,3,74,75,60,180,2,5
160,1,0,1,2,3,2,86,86,420,540,3,5
161,1,0,1,2,3,2,66,77,60,180,2,5
